cluster,n_units,NDVI_slope_mean,viirs_mean_slope_mean,S2_NDBI_contrast_slope_mean,NDVI_cv_mean,NDVI_seasonal_amp_mean,NDBI_seasonal_amp_mean,S2_NDBI_contrast_mean_mean,S2_NDBI_entropy_mean_mean,elderly_ratio_mean,household_size_mean,pop_total_mean,NDVI_slope_std,viirs_mean_slope_std,S2_NDBI_contrast_slope_std,NDVI_cv_std,NDVI_seasonal_amp_std,NDBI_seasonal_amp_std,S2_NDBI_contrast_mean_std,S2_NDBI_entropy_mean_std,elderly_ratio_std,household_size_std,pop_total_std
0,18,0.12811111111111112,-0.1701230555555556,-53.59108394444444,1.9822151705960738,0.23020061111111112,0.30602705555555554,178.68399338346944,4.542550093602372,0.3818417838747465,2.291731001279749,57131.30516807359,0.1040723917053944,0.5973986223686308,39.96467103568831,2.1894214599184165,0.08889235440896634,0.0642956069778005,59.649142594595965,1.2086717905634758,0.08650854916740149,0.1358158962120825,99500.64417902779
1,40,0.295849075,0.23732967500000002,-34.190991825000005,0.8405539131423254,0.437666875,0.40776015,158.35353371528055,5.5567365534183555,0.4091157772110063,2.703211998440172,27200.710347067514,0.11778589254374894,0.13770791582863356,36.453665460182364,0.20999245256468663,0.11611248048517384,0.1334188346776652,50.40616491925004,0.7653064117103737,0.05011126736790437,0.26117271784694585,32579.488749593675
2,7,0.3650682857142857,-0.18372485714285713,-193.69594857142857,0.9454169186207085,0.461055,0.3474844285714286,420.51901914228955,5.153202197824339,0.37135399028780947,2.8504981249213395,11585.00326037307,0.11814169384220273,0.12467644674172768,53.99374495160348,0.1499192814079829,0.1786669824673826,0.02817256586857236,95.84125814984722,0.7759854447854438,0.05827231924215774,0.17399793437528038,6767.88344163674
