KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001082001,T001082002,T001082003,T001082004,T001082005,T001082006,T001082007,T001082008,T001082009,T001082010,T001082011,T001082012,T001082013,T001082014,T001082015,T001082016,T001082017,T001082018,T001082019,T001082020,T001082021,T001082022,T001082023,T001082024,T001082025,T001082026,T001082027,T001082028,T001082029,T001082030,T001082031,T001082032,T001082033,T001082034,T001082035,T001082036,T001082037,T001082038,T001082039,T001082040,T001082041,T001082042,T001082043,T001082044,T001082045,T001082046,T001082047,T001082048,T001082049,T001082050,T001082051,T001082052,T001082053,T001082054,T001082055,T001082056,T001082057,T001082058,T001082059,T001082060
05201036009,4,秋田市,手形字蛇野,0,,,282,3,2,7,33,50,3,8,2,9,14,16,11,16,17,23,12,162,88,48,157,2,2,4,21,40,1,5,1,3,7,8,3,9,9,12,8,98,40,19,125,1,-,3,12,10,2,3,1,6,7,8,8,7,8,11,4,64,48,29
05201036010,4,秋田市,手形字山崎,0,,,1074,32,44,40,71,112,44,52,71,68,78,62,49,63,54,36,116,670,235,145,507,14,13,23,35,54,26,27,32,32,41,28,24,30,24,17,50,329,98,57,567,18,31,17,36,58,18,25,39,36,37,34,25,33,30,19,66,341,137,88
052010370,3,秋田市,新藤田,0,,,1130,31,62,45,35,26,22,37,60,71,55,46,59,92,122,104,138,503,486,260,500,14,32,24,16,15,7,22,29,38,25,25,20,44,50,40,70,241,187,97,630,17,30,21,19,11,15,15,31,33,30,21,39,48,72,64,68,262,299,163
05201037001,4,秋田市,新藤田字大所,0,,,69,3,3,1,4,4,6,5,1,3,3,3,6,11,2,3,7,46,16,11,30,1,-,1,1,2,1,4,-,1,-,2,2,7,2,-,2,20,8,6,39,2,3,-,3,2,5,1,1,2,3,1,4,4,-,3,5,26,8,5
05201037002,4,秋田市,新藤田字治郎沢,0,,,264,3,6,5,4,3,2,2,11,12,8,6,11,13,41,32,14,72,176,103,95,1,5,4,-,2,-,1,5,7,4,4,4,8,15,12,10,35,49,22,169,2,1,1,4,1,2,1,6,5,4,2,7,5,26,20,4,37,127,81
05201037003,4,秋田市,新藤田字高梨台,0,,,576,20,48,34,20,12,11,20,37,48,36,24,25,38,50,52,102,271,203,101,268,9,24,17,12,5,3,11,19,26,16,14,8,15,18,23,50,129,89,48,308,11,24,17,8,7,8,9,18,22,20,10,17,23,32,29,52,142,114,53
05201037004,4,秋田市,新藤田字中山台,0,,,221,5,5,5,7,7,3,10,11,8,8,13,17,30,29,17,15,114,91,45,107,3,3,2,3,6,3,6,5,4,5,5,6,14,15,5,8,57,41,21,114,2,2,3,4,1,-,4,6,4,3,8,11,16,14,12,7,57,50,24
052010380,3,秋田市,濁川,0,,,1772,32,66,76,55,51,46,52,84,136,123,92,112,141,190,210,174,892,693,293,830,18,32,39,15,22,24,22,34,73,63,49,47,64,87,101,89,413,321,133,942,14,34,37,40,29,22,30,50,63,60,43,65,77,103,109,85,479,372,160
05201038001,4,秋田市,濁川字家ノ前,0,,,382,9,9,24,18,14,5,12,7,33,33,24,22,37,42,46,42,205,135,47,169,4,4,9,4,7,3,6,4,14,14,12,7,19,19,24,17,90,62,19,213,5,5,15,14,7,2,6,3,19,19,12,15,18,23,22,25,115,73,28
05201038002,4,秋田市,濁川字井戸尻,0,,,66,-,-,4,2,2,3,1,1,3,4,6,7,4,4,5,4,33,29,20,29,-,-,2,1,1,1,-,1,1,3,4,2,1,2,2,2,15,12,8,37,-,-,2,1,1,2,1,-,2,1,2,5,3,2,3,2,18,17,12
05201038003,4,秋田市,濁川字後田,0,,,340,2,12,14,9,12,17,11,17,16,20,18,40,28,36,29,28,188,121,56,167,1,4,11,2,5,7,6,6,9,9,9,21,15,15,17,16,89,59,27,173,1,8,3,7,7,10,5,11,7,11,9,19,13,21,12,12,99,62,29
05201038004,4,秋田市,濁川字蟹子沢,0,,,60,1,-,-,2,-,-,1,3,-,5,4,5,9,10,7,1,29,30,13,23,-,-,-,-,-,-,-,1,-,3,1,1,5,5,3,-,11,12,4,37,1,-,-,2,-,-,1,2,-,2,3,4,4,5,4,1,18,18,9
05201038005,4,秋田市,濁川字鎌ノ沢,0,,,36,-,2,1,-,1,-,-,1,2,3,3,1,3,2,6,3,14,19,11,17,-,-,-,-,1,-,-,1,2,2,2,-,1,1,2,-,9,8,5,19,-,2,1,-,-,-,-,-,-,1,1,1,2,1,4,3,5,11,6
05201038006,4,秋田市,濁川字草刈場,0,,,85,2,3,2,1,4,6,1,4,7,5,4,3,4,6,15,7,39,37,16,41,-,1,1,-,1,3,1,2,4,2,2,2,1,2,8,2,18,19,9,44,2,2,1,1,3,3,-,2,3,3,2,1,3,4,7,5,21,18,7
05201038007,4,秋田市,濁川字口ノ田,0,,,19,-,-,-,1,5,-,-,2,2,1,3,-,-,-,1,-,14,3,2,7,-,-,-,-,2,-,-,-,2,-,1,-,-,-,-,-,5,1,1,12,-,-,-,1,3,-,-,2,-,1,2,-,-,-,1,-,9,2,1
05201038008,4,秋田市,濁川字菅場,0,,,150,3,7,13,8,1,3,3,6,17,16,6,5,14,15,14,23,79,48,19,70,2,5,6,2,-,1,1,1,10,8,4,2,6,8,6,13,35,22,8,80,1,2,7,6,1,2,2,5,7,8,2,3,8,7,8,10,44,26,11
05201038009,4,秋田市,濁川字堀尾田,0,,,464,13,20,15,9,7,11,18,29,43,27,15,19,31,56,63,48,209,201,82,228,9,11,9,5,3,8,6,12,24,17,9,8,11,26,28,29,103,95,41,236,4,9,6,4,4,3,12,17,19,10,6,11,20,30,35,19,106,106,41
05201038010,4,秋田市,濁川字三升作,0,,,170,2,13,3,5,5,1,5,14,13,9,9,10,11,19,24,18,82,70,27,79,2,7,1,1,2,1,2,6,7,5,5,4,5,9,11,10,38,31,11,91,-,6,2,4,3,-,3,8,6,4,4,6,6,10,13,8,44,39,16
05201038011,4,秋田市,濁川字森ノ越,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
052010390,3,秋田市,添川,0,,,2105,41,54,88,114,63,51,47,79,142,168,161,145,135,152,185,183,1105,808,471,923,20,22,47,42,27,20,25,41,69,82,84,71,64,71,81,89,525,302,150,1182,21,32,41,72,36,31,22,38,73,86,77,74,71,81,104,94,580,506,321
05201039001,4,秋田市,添川字飛鳥田,1,,039002,40,2,1,-,3,-,1,-,3,3,3,2,3,4,3,3,3,22,15,9,23,1,1,-,1,-,1,-,2,2,2,2,1,2,1,2,2,13,8,5,17,1,-,-,2,-,-,-,1,1,1,-,2,2,2,1,1,9,7,4
05201039002,4,秋田市,添川字太田,2,039001,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201039003,4,秋田市,添川字境内川原,0,,,722,21,15,27,27,13,19,17,34,46,47,35,36,43,52,78,63,317,338,208,310,11,7,16,10,7,6,10,19,21,23,19,16,20,22,33,34,151,123,68,412,10,8,11,17,6,13,7,15,25,24,16,20,23,30,45,29,166,215,140
05201039004,4,秋田市,添川字添川,0,,,145,1,1,2,3,1,3,6,2,11,2,2,12,15,19,12,4,57,83,52,63,-,1,1,1,-,2,2,1,4,1,1,4,7,13,5,2,23,37,19,82,1,-,1,2,1,1,4,1,7,1,1,8,8,6,7,2,34,46,33
05201039005,4,秋田市,添川字地ノ内,0,,,979,15,35,59,81,45,24,22,36,75,105,120,86,55,54,71,109,649,218,93,447,6,12,30,30,17,9,12,17,36,51,61,47,27,24,30,48,307,89,35,532,9,23,29,51,28,15,10,19,39,54,59,39,28,30,41,61,342,129,58
05201039006,4,秋田市,添川字鶴木台,0,,,79,-,-,-,-,-,-,-,-,-,-,-,2,4,3,1,-,6,73,69,14,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,2,12,10,65,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,4,61,59
05201039007,4,秋田市,添川字長田,0,,,20,-,1,-,-,3,1,-,-,-,4,-,1,1,2,5,1,10,9,2,11,-,-,-,-,3,-,-,-,-,2,-,1,-,2,2,-,6,5,1,9,-,1,-,-,-,1,-,-,-,2,-,-,1,-,3,1,4,4,1
05201039008,4,秋田市,添川字湯沢,1,,039009,83,2,1,-,-,1,3,2,4,6,5,2,4,8,10,5,3,35,45,30,37,2,1,-,-,-,2,1,2,5,1,1,2,5,4,3,3,19,15,8,46,-,-,-,-,1,1,1,2,1,4,1,2,3,6,2,-,16,30,22
05201039009,4,秋田市,添川字湯沢台,2,039008,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201039010,4,秋田市,添川字蓬田,0,,,37,-,-,-,-,-,-,-,-,1,2,-,1,5,9,10,-,9,27,8,18,-,-,-,-,-,-,-,-,1,2,-,-,1,4,5,-,4,13,4,19,-,-,-,-,-,-,-,-,-,-,-,1,4,5,5,-,5,14,4
05201039011,4,秋田市,添川字東台沢,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05201039012,4,秋田市,添川字古城廻,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
052010400,3,秋田市,広面,0,,,13932,497,492,498,654,1160,736,745,791,921,991,781,725,781,882,929,1487,8285,3679,1868,6577,266,253,222,346,608,329,350,387,449,473,372,344,349,425,406,741,4007,1549,718,7355,231,239,276,308,552,407,395,404,472,518,409,381,432,457,523,746,4278,2130,1150
05201040001,4,秋田市,広面字赤沼,0,,,214,2,2,5,14,29,13,7,9,10,13,12,7,14,15,20,9,128,74,39,109,1,2,1,8,23,9,1,5,5,6,4,4,4,10,8,4,69,34,16,105,1,-,4,6,6,4,6,4,5,7,8,3,10,5,12,5,59,40,23
05201040002,4,秋田市,広面字家ノ下,0,,,739,14,15,19,44,104,38,19,40,48,46,36,26,43,55,52,48,444,200,93,350,6,12,5,21,54,22,11,21,22,23,17,12,18,23,22,23,221,82,37,389,8,3,14,23,50,16,8,19,26,23,19,14,25,32,30,25,223,118,56
05201040003,4,秋田市,広面字碇,0,,,424,21,21,16,16,19,20,33,29,34,31,29,28,20,24,34,58,259,100,42,202,11,13,7,11,7,6,17,16,16,18,13,15,11,8,12,31,130,36,16,222,10,8,9,5,12,14,16,13,18,13,16,13,9,16,22,27,129,64,26
05201040005,4,秋田市,広面字板橋添,0,,,484,19,15,22,26,29,18,25,28,35,38,32,27,30,36,34,56,288,123,53,224,11,9,13,8,12,8,13,13,19,19,17,10,16,12,15,33,135,47,20,260,8,6,9,18,17,10,12,15,16,19,15,17,14,24,19,23,153,76,33
05201040006,4,秋田市,広面字大袋,0,,,95,1,4,3,4,1,1,8,6,5,8,3,3,8,10,7,8,47,38,21,46,1,3,1,1,-,1,5,3,1,5,2,2,5,2,4,5,25,15,9,49,-,1,2,3,1,-,3,3,4,3,1,1,3,8,3,3,22,23,12
05201040007,4,秋田市,広面字大巻,0,,,622,24,37,26,25,22,33,38,39,37,39,35,31,44,45,41,87,343,182,96,287,15,19,10,10,13,14,18,23,16,13,15,17,21,23,18,44,160,78,37,335,9,18,16,15,9,19,20,16,21,26,20,14,23,22,23,43,183,104,59
05201040008,4,秋田市,広面字鬼頭,0,,,245,10,5,4,5,10,24,13,14,16,12,15,16,7,14,16,19,132,86,56,107,8,4,2,3,4,9,7,7,6,5,7,10,3,5,8,14,61,27,14,138,2,1,2,2,6,15,6,7,10,7,8,6,4,9,8,5,71,59,42
05201040009,4,秋田市,広面字蟹沢,0,,,52,7,8,3,2,1,2,5,5,3,1,2,1,2,1,3,18,24,10,6,24,4,4,1,1,1,1,2,1,2,1,-,-,1,1,-,9,10,5,4,28,3,4,2,1,-,1,3,4,1,-,2,1,1,-,3,9,14,5,2
05201040010,4,秋田市,広面字川崎,0,,,722,18,28,19,37,99,32,27,31,42,52,31,36,41,61,73,65,428,207,73,356,11,12,10,20,51,18,13,15,23,24,18,13,19,28,37,33,214,94,29,366,7,16,9,17,48,14,14,16,19,28,13,23,22,33,36,32,214,113,44
05201040012,4,秋田市,広面字小沼古川端,0,,,323,13,15,9,24,21,20,23,22,21,23,25,24,23,13,13,37,226,52,26,144,6,10,3,13,11,9,14,9,7,9,5,11,12,7,4,19,100,20,9,179,7,5,6,11,10,11,9,13,14,14,20,13,11,6,9,18,126,32,17
05201040013,4,秋田市,広面字近藤沢,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05201040014,4,秋田市,広面字近藤堰越,0,,,334,13,11,13,15,30,25,17,22,20,18,12,12,13,5,17,37,184,99,77,140,6,7,6,8,13,10,8,9,12,7,4,6,6,2,10,19,83,30,18,194,7,4,7,7,17,15,9,13,8,11,8,6,7,3,7,18,101,69,59
05201040015,4,秋田市,広面字近藤堰添,0,,,186,7,5,8,11,25,6,10,13,13,8,8,14,13,14,5,20,121,36,17,85,5,4,5,4,11,2,3,6,8,4,3,6,4,7,2,14,51,16,7,101,2,1,3,7,14,4,7,7,5,4,5,8,9,7,3,6,70,20,10
05201040016,4,秋田市,広面字推子,0,,,94,-,-,1,11,29,2,2,-,2,4,2,3,5,7,4,1,60,23,12,60,-,-,1,8,21,1,2,-,2,2,1,2,3,2,2,1,42,12,8,34,-,-,-,3,8,1,-,-,-,2,1,1,2,5,2,-,18,11,4
05201040017,4,秋田市,広面字高田,0,,,296,10,15,12,15,22,14,13,15,23,16,16,20,16,16,26,37,170,86,44,124,4,7,1,4,8,7,7,3,9,8,8,10,5,10,15,12,69,42,17,172,6,8,11,11,14,7,6,12,14,8,8,10,11,6,11,25,101,44,27
05201040018,4,秋田市,広面字堤敷,0,,,156,3,5,3,3,6,12,14,8,4,10,6,15,12,8,12,11,90,42,22,77,3,2,1,2,2,6,6,6,2,1,4,8,6,6,2,6,43,19,11,79,-,3,2,1,4,6,8,2,2,9,2,7,6,2,10,5,47,23,11
05201040019,4,秋田市,広面字釣瓶町,0,,,950,58,45,33,40,44,38,58,57,58,70,48,47,50,67,78,136,510,293,148,426,32,17,18,21,24,13,26,30,24,32,21,20,20,31,33,67,231,120,56,524,26,28,15,19,20,25,32,27,34,38,27,27,30,36,45,69,279,173,92
05201040020,4,秋田市,広面字土手下,0,,,489,13,16,23,29,73,20,25,25,37,26,17,31,27,33,23,52,310,113,57,246,5,8,14,11,42,7,11,13,20,18,8,13,12,15,12,27,155,53,26,243,8,8,9,18,31,13,14,12,17,8,9,18,15,18,11,25,155,60,31
05201040021,4,秋田市,広面字樋ノ上,0,,,280,13,14,15,12,10,29,19,21,36,17,15,17,14,9,12,42,190,39,18,132,8,7,7,8,6,13,8,6,23,5,7,8,6,5,4,22,90,16,7,148,5,7,8,4,4,16,11,15,13,12,8,9,8,4,8,20,100,23,11
05201040022,4,秋田市,広面字樋ノ沖,0,,,585,22,29,18,22,47,37,31,33,41,47,22,31,32,37,45,69,343,135,53,272,11,12,6,11,25,17,11,10,21,26,11,12,14,19,19,29,158,65,27,313,11,17,12,11,22,20,20,23,20,21,11,19,18,18,26,40,185,70,26
05201040023,4,秋田市,広面字樋口,0,,,785,35,29,42,34,48,33,49,44,51,85,48,48,33,29,44,106,473,192,119,368,17,10,24,20,20,14,24,21,23,41,21,25,17,13,17,51,226,82,52,417,18,19,18,14,28,19,25,23,28,44,27,23,16,16,27,55,247,110,67
05201040024,4,秋田市,広面字樋ノ下,0,,,296,10,5,9,11,29,15,13,17,23,21,21,13,14,25,12,24,177,90,53,139,4,4,2,8,18,7,4,12,7,13,10,5,5,12,4,10,89,38,22,157,6,1,7,3,11,8,9,5,16,8,11,8,9,13,8,14,88,52,31
05201040025,4,秋田市,広面字長沼,0,,,196,5,2,5,10,9,5,1,7,13,14,13,7,8,14,27,12,87,91,50,103,4,2,2,5,7,4,-,5,7,8,9,4,5,5,10,8,54,36,21,93,1,-,3,5,2,1,1,2,6,6,4,3,3,9,17,4,33,55,29
05201040026,4,秋田市,広面字鍋沼,0,,,369,15,13,16,14,14,17,15,34,28,29,28,13,24,35,27,44,216,108,46,184,7,8,8,7,8,8,6,21,14,12,13,7,10,19,15,23,106,54,20,185,8,5,8,7,6,9,9,13,14,17,15,6,14,16,12,21,110,54,26
05201040027,4,秋田市,広面字二階堤,0,,,264,6,6,10,6,18,23,17,17,9,21,10,10,18,15,25,22,149,85,45,114,1,3,4,4,11,10,9,7,5,10,3,5,5,7,10,8,69,31,14,150,5,3,6,2,7,13,8,10,4,11,7,5,13,8,15,14,80,54,31
05201040028,4,秋田市,広面字糠塚,0,,,678,20,16,18,40,114,32,22,24,32,38,36,41,41,27,26,54,420,177,124,311,13,9,6,24,54,14,10,13,16,17,18,18,19,14,9,28,203,62,39,367,7,7,12,16,60,18,12,11,16,21,18,23,22,13,17,26,217,115,85
05201040029,4,秋田市,広面字野添,0,,,601,26,19,21,16,28,32,55,33,45,38,39,35,38,42,33,66,359,157,82,286,14,7,12,9,16,12,28,15,22,18,22,17,16,19,14,33,175,67,34,315,12,12,9,7,12,20,27,18,23,20,17,18,22,23,19,33,184,90,48
05201040030,4,秋田市,広面字蓮沼,0,,,533,23,18,11,27,87,40,28,28,33,28,25,27,27,27,34,52,350,94,33,238,12,10,3,12,31,14,13,15,14,12,13,16,8,13,16,25,148,44,15,295,11,8,8,15,56,26,15,13,19,16,12,11,19,14,18,27,202,50,18
05201040031,4,秋田市,広面字昼寝,0,,,289,7,8,12,28,52,18,8,16,16,17,12,6,12,10,22,27,185,55,23,163,4,2,4,23,36,11,4,7,10,9,5,5,5,5,10,10,115,24,9,126,3,6,8,5,16,7,4,9,6,8,7,1,7,5,12,17,70,31,14
05201040032,4,秋田市,広面字広面,0,,,492,13,19,15,23,19,28,34,23,40,41,31,29,31,47,28,47,299,129,54,250,5,10,9,12,11,12,16,15,20,23,16,14,16,23,19,24,155,61,19,242,8,9,6,11,8,16,18,8,20,18,15,15,15,24,9,23,144,68,35
05201040034,4,秋田市,広面字二ツ屋,0,,,225,5,5,5,4,10,12,22,14,12,18,19,11,14,22,12,15,136,63,29,103,1,2,2,2,5,5,15,6,6,9,9,7,6,14,4,5,70,24,6,122,4,3,3,2,5,7,7,8,6,9,10,4,8,8,8,10,66,39,23
05201040035,4,秋田市,広面字宮田,0,,,119,6,2,1,6,7,6,7,1,3,8,6,4,6,3,5,9,54,50,42,41,4,1,1,2,1,3,1,-,2,6,2,2,3,2,1,6,22,10,7,78,2,1,-,4,6,3,6,1,1,2,4,2,3,1,4,3,32,40,35
05201040036,4,秋田市,広面字谷地沖,0,,,139,1,2,9,3,3,5,6,8,8,18,17,6,6,9,8,12,80,40,23,56,1,1,3,1,1,1,3,4,3,6,7,-,5,4,2,5,31,16,10,83,-,1,6,2,2,4,3,4,5,12,10,6,1,5,6,7,49,24,13
05201040037,4,秋田市,広面字谷地田,0,,,608,10,16,20,34,32,35,27,45,48,66,36,32,34,39,47,46,389,150,64,292,6,6,7,17,14,18,12,25,24,28,19,16,12,22,21,19,185,75,32,316,4,10,13,17,18,17,15,20,24,38,17,16,22,17,26,27,204,75,32
05201040039,4,秋田市,広面字谷内佐渡,0,,,739,37,33,42,29,52,35,33,45,51,49,54,43,49,42,36,112,440,171,93,359,19,22,16,19,33,18,14,16,26,23,29,18,27,22,15,57,223,71,34,380,18,11,26,10,19,17,19,29,25,26,25,25,22,20,21,55,217,100,59
05201040040,4,秋田市,広面字屋敷田,0,,,309,10,9,10,14,17,16,21,18,24,21,20,11,12,26,28,29,174,89,35,159,6,4,7,8,14,5,8,9,12,12,11,6,4,15,12,17,89,43,16,150,4,5,3,6,3,11,13,9,12,9,9,5,8,11,16,12,85,46,19
05201040041,4,秋田市,広面字柳沢,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
052010410,3,秋田市,柳田,0,,,1886,59,81,91,92,130,77,97,91,136,150,106,103,103,146,122,231,1085,525,257,880,32,40,43,41,47,35,47,52,62,84,59,45,45,75,53,115,517,225,97,1006,27,41,48,51,83,42,50,39,74,66,47,58,58,71,69,116,568,300,160
05201041001,4,秋田市,柳田字石神,0,,,153,-,2,1,2,3,-,-,-,4,4,7,8,6,19,17,3,34,115,79,71,-,1,-,1,1,-,-,-,1,3,3,4,6,8,11,1,19,50,31,82,-,1,1,1,2,-,-,-,3,1,4,4,-,11,6,2,15,65,48
05201041002,4,秋田市,柳田字泉山,2,041006,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201041003,4,秋田市,柳田字川崎,0,,,506,21,41,39,46,27,23,38,28,55,61,35,21,15,15,13,101,349,47,19,260,12,21,22,24,12,10,19,17,25,38,17,9,5,10,5,55,176,23,8,246,9,20,17,22,15,13,19,11,30,23,18,12,10,5,8,46,173,24,11
05201041004,4,秋田市,柳田字境田,0,,,603,24,26,36,28,56,30,41,33,43,45,24,27,23,36,36,86,350,149,77,272,14,12,17,11,25,14,18,17,19,23,13,11,9,16,12,43,160,58,30,331,10,14,19,17,31,16,23,16,24,22,11,16,14,20,24,43,190,91,47
05201041005,4,秋田市,柳田字佐渡端,2,041006,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201041006,4,秋田市,柳田字竹生,1,,041002;041005,234,2,1,1,5,1,5,5,10,10,13,9,33,32,38,24,4,123,105,43,118,2,-,-,2,-,3,2,7,6,8,8,16,13,21,14,2,65,50,15,116,-,1,1,3,1,2,3,3,4,5,1,17,19,17,10,2,58,55,28
05201041007,4,秋田市,柳田字鳥越,0,,,100,6,1,3,3,8,12,5,5,5,7,7,4,9,6,12,10,65,23,5,47,1,1,1,2,5,5,4,3,2,3,4,-,4,3,4,3,32,11,4,53,5,-,2,1,3,7,1,2,3,4,3,4,5,3,8,7,33,12,1
05201041008,4,秋田市,柳田字糠塚,0,,,117,5,5,6,6,29,3,5,8,9,11,10,2,5,1,1,16,88,2,-,39,2,2,2,-,-,-,2,4,6,6,7,1,4,1,-,6,30,1,-,78,3,3,4,6,29,3,3,4,3,5,3,1,1,-,1,10,58,1,-
05201041009,4,秋田市,柳田字馬上田,0,,,45,-,-,-,-,3,1,1,2,1,4,2,2,5,10,4,-,21,24,10,18,-,-,-,-,2,1,1,1,-,2,1,1,2,4,2,-,11,7,1,27,-,-,-,-,1,-,-,1,1,2,1,1,3,6,2,-,10,17,9
05201041010,4,秋田市,柳田字柳田,0,,,128,1,5,5,2,3,3,2,5,9,5,12,6,8,21,15,11,55,60,24,55,1,3,1,1,2,2,1,3,3,1,6,3,2,12,5,5,24,25,8,73,-,2,4,1,1,1,1,2,6,4,6,3,6,9,10,6,31,35,16
05201041011,4,秋田市,柳田字家ノ沢,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
052010420,3,秋田市,山内,0,,,324,3,2,-,3,3,4,13,8,3,7,13,20,27,26,30,5,101,216,160,133,2,2,-,1,1,3,8,4,2,3,6,7,13,18,15,4,48,79,46,191,1,-,-,2,2,1,5,4,1,4,7,13,14,8,15,1,53,137,114
05201042001,4,秋田市,山内字市王寺,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05201042002,4,秋田市,山内字小田,1,,042003;042004,29,-,1,-,1,1,1,2,1,-,-,2,3,4,2,2,1,15,13,9,14,-,1,-,-,-,1,2,-,-,-,1,1,3,2,-,1,8,5,3,15,-,-,-,1,1,-,-,1,-,-,1,2,1,-,2,-,7,8,6
05201042003,4,秋田市,山内字上台,2,042002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201042004,4,秋田市,山内字正面田,2,042002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201042005,4,秋田市,山内字田中,0,,,91,3,1,-,2,2,2,8,7,1,3,6,7,13,9,9,4,51,35,17,46,2,1,-,1,1,1,4,4,1,-,2,3,6,8,5,3,23,19,6,45,1,-,-,1,1,1,4,3,-,3,4,4,7,1,4,1,28,16,11
05201042006,4,秋田市,山内字藤倉,0,,,25,-,-,-,-,-,-,1,-,-,-,1,2,4,4,-,-,8,16,12,9,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,2,6,4,16,-,-,-,-,-,-,1,-,-,-,1,1,3,2,-,-,6,10,8
05201042007,4,秋田市,山内字松原,1,,042008,18,-,-,-,-,-,1,-,-,1,2,1,2,1,2,1,-,8,10,7,10,-,-,-,-,-,1,-,-,1,2,1,-,1,1,-,-,6,4,3,8,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,2,6,4
05201042008,4,秋田市,山内字女夫石,2,042007,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
05201042009,4,秋田市,山内字丸木橋,0,,,161,-,-,-,-,-,-,2,-,1,2,3,6,5,9,18,-,19,142,115,54,-,-,-,-,-,-,2,-,-,1,2,2,2,5,10,-,9,45,30,107,-,-,-,-,-,-,-,-,1,1,1,4,3,4,8,-,10,97,85
052010430,3,秋田市,仁別,0,,,124,3,2,3,3,4,4,4,6,7,2,7,8,8,13,15,8,53,63,35,47,2,-,1,1,2,1,1,3,4,1,3,3,3,7,8,3,22,22,7,77,1,2,2,2,2,3,3,3,3,1,4,5,5,6,7,5,31,41,28
05201043001,4,秋田市,仁別字粟畑台,0,,,22,1,-,-,1,3,-,1,1,1,-,2,-,2,3,3,1,11,10,4,9,1,-,-,1,2,-,-,1,-,-,-,-,1,1,1,1,5,3,1,13,-,-,-,-,1,-,1,-,1,-,2,-,1,2,2,-,6,7,3
