unit_id,unit_level,pref_name,unit_code,n_geoms
aza:Aomori:02203091002,aza,Aomori,02203091002,9038
aza:Aomori:02203091003,aza,Aomori,02203091003,9038
aza:Aomori:02203091004,aza,Aomori,02203091004,9038
aza:Aomori:02203091005,aza,Aomori,02203091005,9038
aza:Aomori:02203091006,aza,Aomori,02203091006,9038
aza:Aomori:02203091007,aza,Aomori,02203091007,9038
aza:Aomori:02203091008,aza,Aomori,02203091008,9038
aza:Aomori:02203091009,aza,Aomori,02203091009,9038
aza:Aomori:02203091010,aza,Aomori,02203091010,9038
aza:Aomori:02203091011,aza,Aomori,02203091011,9038
aza:Aomori:02203091012,aza,Aomori,02203091012,9038
aza:Aomori:02203091013,aza,Aomori,02203091013,9038
aza:Aomori:02203091014,aza,Aomori,02203091014,9038
aza:Aomori:02203091015,aza,Aomori,02203091015,9038
aza:Aomori:02203091016,aza,Aomori,02203091016,9038
aza:Aomori:02203091017,aza,Aomori,02203091017,9038
aza:Aomori:02203091018,aza,Aomori,02203091018,9038
aza:Aomori:02203091019,aza,Aomori,02203091019,9038
aza:Aomori:02203091020,aza,Aomori,02203091020,9038
aza:Aomori:02203091021,aza,Aomori,02203091021,9038
aza:Aomori:022030920,aza,Aomori,022030920,9038
aza:Aomori:02203093001,aza,Aomori,02203093001,9038
aza:Aomori:02203093002,aza,Aomori,02203093002,9038
aza:Aomori:02203093003,aza,Aomori,02203093003,9038
aza:Aomori:02203093004,aza,Aomori,02203093004,9038
aza:Aomori:02203094101,aza,Aomori,02203094101,9038
aza:Aomori:02203094102,aza,Aomori,02203094102,9038
aza:Aomori:02203094103,aza,Aomori,02203094103,9038
aza:Aomori:02203094104,aza,Aomori,02203094104,9038
aza:Aomori:02203094201,aza,Aomori,02203094201,9038
aza:Aomori:02203094202,aza,Aomori,02203094202,9038
aza:Aomori:02203094203,aza,Aomori,02203094203,9038
aza:Aomori:02203094204,aza,Aomori,02203094204,9038
aza:Aomori:02203095001,aza,Aomori,02203095001,9038
aza:Aomori:02203095002,aza,Aomori,02203095002,9038
aza:Aomori:02203095003,aza,Aomori,02203095003,9038
aza:Aomori:02203095004,aza,Aomori,02203095004,9038
aza:Aomori:02203095005,aza,Aomori,02203095005,9038
aza:Aomori:02203096101,aza,Aomori,02203096101,9038
aza:Aomori:02203096102,aza,Aomori,02203096102,9038
aza:Aomori:02203096103,aza,Aomori,02203096103,9038
aza:Aomori:02203096104,aza,Aomori,02203096104,9038
aza:Aomori:02203096105,aza,Aomori,02203096105,9038
aza:Aomori:02203096106,aza,Aomori,02203096106,9038
aza:Aomori:02203096201,aza,Aomori,02203096201,9038
aza:Aomori:02203096202,aza,Aomori,02203096202,9038
aza:Aomori:02203096203,aza,Aomori,02203096203,9038
aza:Aomori:02203096204,aza,Aomori,02203096204,9038
aza:Aomori:02203096301,aza,Aomori,02203096301,9038
aza:Aomori:02203096302,aza,Aomori,02203096302,9038
aza:Aomori:02203096303,aza,Aomori,02203096303,9038
aza:Aomori:02203096304,aza,Aomori,02203096304,9038
aza:Aomori:02203096305,aza,Aomori,02203096305,9038
aza:Aomori:02203096306,aza,Aomori,02203096306,9038
aza:Aomori:02203096401,aza,Aomori,02203096401,9038
aza:Aomori:02203096402,aza,Aomori,02203096402,9038
aza:Aomori:02203096403,aza,Aomori,02203096403,9038
aza:Aomori:02203097101,aza,Aomori,02203097101,9038
aza:Aomori:02203097102,aza,Aomori,02203097102,9038
aza:Aomori:02203097103,aza,Aomori,02203097103,9038
aza:Aomori:02203097104,aza,Aomori,02203097104,9038
aza:Aomori:02203098001,aza,Aomori,02203098001,9038
aza:Aomori:02203098002,aza,Aomori,02203098002,9038
aza:Aomori:02203098003,aza,Aomori,02203098003,9038
aza:Aomori:02203098004,aza,Aomori,02203098004,9038
aza:Aomori:02203098005,aza,Aomori,02203098005,9038
aza:Aomori:02203098006,aza,Aomori,02203098006,9038
aza:Aomori:02203099001,aza,Aomori,02203099001,9038
aza:Aomori:02203099002,aza,Aomori,02203099002,9038
aza:Aomori:022031000,aza,Aomori,022031000,9038
aza:Aomori:022031010,aza,Aomori,022031010,9038
aza:Aomori:022031020,aza,Aomori,022031020,9038
aza:Aomori:022031030,aza,Aomori,022031030,9038
aza:Aomori:022031040,aza,Aomori,022031040,9038
aza:Aomori:022031050,aza,Aomori,022031050,9038
aza:Aomori:022031060,aza,Aomori,022031060,9038
aza:Aomori:02203107001,aza,Aomori,02203107001,9038
aza:Aomori:02203107002,aza,Aomori,02203107002,9038
aza:Aomori:02203107003,aza,Aomori,02203107003,9038
aza:Aomori:02203107004,aza,Aomori,02203107004,9038
aza:Aomori:02203108001,aza,Aomori,02203108001,9038
aza:Aomori:02203108002,aza,Aomori,02203108002,9038
aza:Aomori:02203108003,aza,Aomori,02203108003,9038
aza:Aomori:022040010,aza,Aomori,022040010,9038
aza:Aomori:022040020,aza,Aomori,022040020,9038
aza:Aomori:022040030,aza,Aomori,022040030,9038
aza:Aomori:02204004001,aza,Aomori,02204004001,9038
aza:Aomori:02204004002,aza,Aomori,02204004002,9038
aza:Aomori:022040060,aza,Aomori,022040060,9038
aza:Aomori:022040070,aza,Aomori,022040070,9038
aza:Aomori:022040080,aza,Aomori,022040080,9038
aza:Aomori:022040090,aza,Aomori,022040090,9038
aza:Aomori:022040100,aza,Aomori,022040100,9038
aza:Aomori:022040110,aza,Aomori,022040110,9038
aza:Aomori:022040120,aza,Aomori,022040120,9038
aza:Aomori:022040130,aza,Aomori,022040130,9038
aza:Aomori:022040140,aza,Aomori,022040140,9038
aza:Aomori:022040150,aza,Aomori,022040150,9038
aza:Aomori:022040160,aza,Aomori,022040160,9038
aza:Aomori:022040170,aza,Aomori,022040170,9038
aza:Aomori:022040180,aza,Aomori,022040180,9038
aza:Aomori:022040190,aza,Aomori,022040190,9038
aza:Aomori:022040200,aza,Aomori,022040200,9038
aza:Aomori:022040210,aza,Aomori,022040210,9038
aza:Aomori:02204022001,aza,Aomori,02204022001,9038
aza:Aomori:02204022002,aza,Aomori,02204022002,9038
aza:Aomori:02204022003,aza,Aomori,02204022003,9038
aza:Aomori:02204025001,aza,Aomori,02204025001,9038
aza:Aomori:02204025002,aza,Aomori,02204025002,9038
aza:Aomori:02204025003,aza,Aomori,02204025003,9038
aza:Aomori:022040280,aza,Aomori,022040280,9038
aza:Aomori:022040290,aza,Aomori,022040290,9038
aza:Aomori:02204030001,aza,Aomori,02204030001,9038
aza:Aomori:02204030002,aza,Aomori,02204030002,9038
aza:Aomori:02204032001,aza,Aomori,02204032001,9038
aza:Aomori:02204032002,aza,Aomori,02204032002,9038
aza:Aomori:02204032003,aza,Aomori,02204032003,9038
aza:Aomori:02204032004,aza,Aomori,02204032004,9038
aza:Aomori:022040350,aza,Aomori,022040350,9038
aza:Aomori:02204036001,aza,Aomori,02204036001,9038
aza:Aomori:02204036002,aza,Aomori,02204036002,9038
aza:Aomori:02204036003,aza,Aomori,02204036003,9038
aza:Aomori:022040380,aza,Aomori,022040380,9038
aza:Aomori:02204039001,aza,Aomori,02204039001,9038
aza:Aomori:02204039002,aza,Aomori,02204039002,9038
aza:Aomori:02204039003,aza,Aomori,02204039003,9038
aza:Aomori:02204039004,aza,Aomori,02204039004,9038
aza:Aomori:022040430,aza,Aomori,022040430,9038
aza:Aomori:022040440,aza,Aomori,022040440,9038
aza:Aomori:022040450,aza,Aomori,022040450,9038
aza:Aomori:022040460,aza,Aomori,022040460,9038
aza:Aomori:022040470,aza,Aomori,022040470,9038
aza:Aomori:022040480,aza,Aomori,022040480,9038
aza:Aomori:022040490,aza,Aomori,022040490,9038
aza:Aomori:02204050001,aza,Aomori,02204050001,9038
aza:Aomori:02204050002,aza,Aomori,02204050002,9038
aza:Aomori:02204050003,aza,Aomori,02204050003,9038
aza:Aomori:022040530,aza,Aomori,022040530,9038
aza:Aomori:022040540,aza,Aomori,022040540,9038
aza:Aomori:022040550,aza,Aomori,022040550,9038
aza:Aomori:022040560,aza,Aomori,022040560,9038
aza:Aomori:022040570,aza,Aomori,022040570,9038
aza:Aomori:022040580,aza,Aomori,022040580,9038
aza:Aomori:022040590,aza,Aomori,022040590,9038
aza:Aomori:022040600,aza,Aomori,022040600,9038
aza:Aomori:02204061001,aza,Aomori,02204061001,9038
aza:Aomori:02204061002,aza,Aomori,02204061002,9038
aza:Aomori:022040630,aza,Aomori,022040630,9038
aza:Aomori:022040640,aza,Aomori,022040640,9038
aza:Aomori:022040650,aza,Aomori,022040650,9038
aza:Aomori:022040660,aza,Aomori,022040660,9038
aza:Aomori:02204067001,aza,Aomori,02204067001,9038
aza:Aomori:02204067002,aza,Aomori,02204067002,9038
aza:Aomori:02204067003,aza,Aomori,02204067003,9038
aza:Aomori:022040700,aza,Aomori,022040700,9038
aza:Aomori:022040710,aza,Aomori,022040710,9038
aza:Aomori:022040720,aza,Aomori,022040720,9038
aza:Aomori:022040730,aza,Aomori,022040730,9038
aza:Aomori:022040740,aza,Aomori,022040740,9038
aza:Aomori:022040750,aza,Aomori,022040750,9038
aza:Aomori:022040760,aza,Aomori,022040760,9038
aza:Aomori:022040770,aza,Aomori,022040770,9038
aza:Aomori:022040780,aza,Aomori,022040780,9038
aza:Aomori:022040790,aza,Aomori,022040790,9038
aza:Aomori:022040800,aza,Aomori,022040800,9038
aza:Aomori:022040810,aza,Aomori,022040810,9038
aza:Aomori:022040820,aza,Aomori,022040820,9038
aza:Aomori:022040870,aza,Aomori,022040870,9038
aza:Aomori:022040880,aza,Aomori,022040880,9038
aza:Aomori:022040900,aza,Aomori,022040900,9038
aza:Aomori:022040910,aza,Aomori,022040910,9038
aza:Aomori:022040910,aza,Aomori,022040910,9038
aza:Aomori:022040920,aza,Aomori,022040920,9038
aza:Aomori:022040990,aza,Aomori,022040990,9038
aza:Aomori:022041080,aza,Aomori,022041080,9038
aza:Aomori:022041090,aza,Aomori,022041090,9038
aza:Aomori:022041190,aza,Aomori,022041190,9038
aza:Aomori:02204120001,aza,Aomori,02204120001,9038
aza:Aomori:02204120002,aza,Aomori,02204120002,9038
aza:Aomori:02204120003,aza,Aomori,02204120003,9038
aza:Aomori:022041270,aza,Aomori,022041270,9038
aza:Aomori:022041290,aza,Aomori,022041290,9038
aza:Aomori:022041310,aza,Aomori,022041310,9038
aza:Aomori:022041320,aza,Aomori,022041320,9038
aza:Aomori:022041330,aza,Aomori,022041330,9038
aza:Aomori:022041340,aza,Aomori,022041340,9038
aza:Aomori:022041360,aza,Aomori,022041360,9038
aza:Aomori:022041370,aza,Aomori,022041370,9038
aza:Aomori:022041380,aza,Aomori,022041380,9038
aza:Aomori:022041410,aza,Aomori,022041410,9038
aza:Aomori:022041420,aza,Aomori,022041420,9038
aza:Aomori:022041430,aza,Aomori,022041430,9038
aza:Aomori:022041440,aza,Aomori,022041440,9038
aza:Aomori:022041470,aza,Aomori,022041470,9038
aza:Aomori:022041480,aza,Aomori,022041480,9038
aza:Aomori:022041490,aza,Aomori,022041490,9038
aza:Aomori:02204155001,aza,Aomori,02204155001,9038
aza:Aomori:02204155002,aza,Aomori,02204155002,9038
aza:Aomori:02204155003,aza,Aomori,02204155003,9038
aza:Aomori:02204156001,aza,Aomori,02204156001,9038
aza:Aomori:02204156002,aza,Aomori,02204156002,9038
aza:Aomori:022041570,aza,Aomori,022041570,9038
aza:Aomori:022041580,aza,Aomori,022041580,9038
aza:Aomori:022041630,aza,Aomori,022041630,9038
aza:Aomori:022041640,aza,Aomori,022041640,9038
aza:Aomori:022041650,aza,Aomori,022041650,9038
aza:Aomori:022041660,aza,Aomori,022041660,9038
aza:Aomori:022041750,aza,Aomori,022041750,9038
aza:Aomori:022041750,aza,Aomori,022041750,9038
aza:Aomori:02205001001,aza,Aomori,02205001001,9038
aza:Aomori:02205001002,aza,Aomori,02205001002,9038
aza:Aomori:02205001003,aza,Aomori,02205001003,9038
aza:Aomori:02205001004,aza,Aomori,02205001004,9038
aza:Aomori:02205001005,aza,Aomori,02205001005,9038
aza:Aomori:02205001006,aza,Aomori,02205001006,9038
aza:Aomori:02205001007,aza,Aomori,02205001007,9038
aza:Aomori:02205001010,aza,Aomori,02205001010,9038
aza:Aomori:02205001011,aza,Aomori,02205001011,9038
aza:Aomori:02205001012,aza,Aomori,02205001012,9038
aza:Aomori:02205001013,aza,Aomori,02205001013,9038
aza:Aomori:02205001014,aza,Aomori,02205001014,9038
aza:Aomori:02205001015,aza,Aomori,02205001015,9038
aza:Aomori:02205001016,aza,Aomori,02205001016,9038
aza:Aomori:02205001017,aza,Aomori,02205001017,9038
aza:Aomori:02205001018,aza,Aomori,02205001018,9038
aza:Aomori:02205001019,aza,Aomori,02205001019,9038
aza:Aomori:02205001020,aza,Aomori,02205001020,9038
aza:Aomori:02205001021,aza,Aomori,02205001021,9038
aza:Aomori:02205001022,aza,Aomori,02205001022,9038
aza:Aomori:02205001023,aza,Aomori,02205001023,9038
aza:Aomori:02205001024,aza,Aomori,02205001024,9038
aza:Aomori:02205001025,aza,Aomori,02205001025,9038
aza:Aomori:02205001026,aza,Aomori,02205001026,9038
aza:Aomori:02205001027,aza,Aomori,02205001027,9038
aza:Aomori:02205001028,aza,Aomori,02205001028,9038
aza:Aomori:02205001029,aza,Aomori,02205001029,9038
aza:Aomori:02205001030,aza,Aomori,02205001030,9038
aza:Aomori:02205001031,aza,Aomori,02205001031,9038
aza:Aomori:02205001032,aza,Aomori,02205001032,9038
aza:Aomori:02205001034,aza,Aomori,02205001034,9038
aza:Aomori:02205001035,aza,Aomori,02205001035,9038
aza:Aomori:02205003001,aza,Aomori,02205003001,9038
aza:Aomori:02205003002,aza,Aomori,02205003002,9038
aza:Aomori:02205003003,aza,Aomori,02205003003,9038
aza:Aomori:02205003004,aza,Aomori,02205003004,9038
aza:Aomori:02205004001,aza,Aomori,02205004001,9038
aza:Aomori:02205004002,aza,Aomori,02205004002,9038
aza:Aomori:02205004004,aza,Aomori,02205004004,9038
aza:Aomori:02205004005,aza,Aomori,02205004005,9038
aza:Aomori:02205004006,aza,Aomori,02205004006,9038
aza:Aomori:02205004007,aza,Aomori,02205004007,9038
aza:Aomori:02205005001,aza,Aomori,02205005001,9038
aza:Aomori:02205005002,aza,Aomori,02205005002,9038
aza:Aomori:02205005003,aza,Aomori,02205005003,9038
aza:Aomori:02205005004,aza,Aomori,02205005004,9038
aza:Aomori:02205006001,aza,Aomori,02205006001,9038
aza:Aomori:02205006002,aza,Aomori,02205006002,9038
aza:Aomori:02205006003,aza,Aomori,02205006003,9038
aza:Aomori:02205006004,aza,Aomori,02205006004,9038
aza:Aomori:02205006005,aza,Aomori,02205006005,9038
aza:Aomori:02205006006,aza,Aomori,02205006006,9038
aza:Aomori:02205007001,aza,Aomori,02205007001,9038
aza:Aomori:02205007002,aza,Aomori,02205007002,9038
aza:Aomori:02205007003,aza,Aomori,02205007003,9038
aza:Aomori:022050080,aza,Aomori,022050080,9038
aza:Aomori:02205009001,aza,Aomori,02205009001,9038
aza:Aomori:02205009001,aza,Aomori,02205009001,9038
aza:Aomori:02205009002,aza,Aomori,02205009002,9038
aza:Aomori:02205010001,aza,Aomori,02205010001,9038
aza:Aomori:02205010002,aza,Aomori,02205010002,9038
aza:Aomori:02205010003,aza,Aomori,02205010003,9038
aza:Aomori:02205010004,aza,Aomori,02205010004,9038
aza:Aomori:02205010005,aza,Aomori,02205010005,9038
aza:Aomori:02205011001,aza,Aomori,02205011001,9038
aza:Aomori:02205011002,aza,Aomori,02205011002,9038
aza:Aomori:02205011003,aza,Aomori,02205011003,9038
aza:Aomori:02205011003,aza,Aomori,02205011003,9038
aza:Aomori:02205011004,aza,Aomori,02205011004,9038
aza:Aomori:02205011005,aza,Aomori,02205011005,9038
aza:Aomori:02205011006,aza,Aomori,02205011006,9038
aza:Aomori:02205012001,aza,Aomori,02205012001,9038
aza:Aomori:02205012001,aza,Aomori,02205012001,9038
aza:Aomori:02205012002,aza,Aomori,02205012002,9038
aza:Aomori:02205012003,aza,Aomori,02205012003,9038
aza:Aomori:02205012003,aza,Aomori,02205012003,9038
aza:Aomori:02205012004,aza,Aomori,02205012004,9038
aza:Aomori:02205012005,aza,Aomori,02205012005,9038
aza:Aomori:02205012006,aza,Aomori,02205012006,9038
aza:Aomori:02205012006,aza,Aomori,02205012006,9038
aza:Aomori:02205012006,aza,Aomori,02205012006,9038
aza:Aomori:02205012006,aza,Aomori,02205012006,9038
aza:Aomori:02205012006,aza,Aomori,02205012006,9038
aza:Aomori:02205012007,aza,Aomori,02205012007,9038
aza:Aomori:02205012007,aza,Aomori,02205012007,9038
aza:Aomori:02205012007,aza,Aomori,02205012007,9038
aza:Aomori:02205012008,aza,Aomori,02205012008,9038
aza:Aomori:02205012009,aza,Aomori,02205012009,9038
aza:Aomori:02205013001,aza,Aomori,02205013001,9038
aza:Aomori:02205013002,aza,Aomori,02205013002,9038
aza:Aomori:02205014001,aza,Aomori,02205014001,9038
aza:Aomori:02205014002,aza,Aomori,02205014002,9038
aza:Aomori:02205014003,aza,Aomori,02205014003,9038
aza:Aomori:02205015001,aza,Aomori,02205015001,9038
aza:Aomori:02205015002,aza,Aomori,02205015002,9038
aza:Aomori:02205015003,aza,Aomori,02205015003,9038
aza:Aomori:02205016001,aza,Aomori,02205016001,9038
aza:Aomori:02205016002,aza,Aomori,02205016002,9038
aza:Aomori:02205016003,aza,Aomori,02205016003,9038
aza:Aomori:02205016004,aza,Aomori,02205016004,9038
aza:Aomori:02205017001,aza,Aomori,02205017001,9038
aza:Aomori:02205017002,aza,Aomori,02205017002,9038
aza:Aomori:02205017003,aza,Aomori,02205017003,9038
aza:Aomori:02205019001,aza,Aomori,02205019001,9038
aza:Aomori:02205019002,aza,Aomori,02205019002,9038
aza:Aomori:02205019003,aza,Aomori,02205019003,9038
aza:Aomori:02205020001,aza,Aomori,02205020001,9038
aza:Aomori:02205020002,aza,Aomori,02205020002,9038
aza:Aomori:022050210,aza,Aomori,022050210,9038
aza:Aomori:02205022001,aza,Aomori,02205022001,9038
aza:Aomori:02205022002,aza,Aomori,02205022002,9038
aza:Aomori:02205023001,aza,Aomori,02205023001,9038
aza:Aomori:02205023001,aza,Aomori,02205023001,9038
aza:Aomori:02205023002,aza,Aomori,02205023002,9038
aza:Aomori:02205023003,aza,Aomori,02205023003,9038
aza:Aomori:02205024001,aza,Aomori,02205024001,9038
aza:Aomori:02205024001,aza,Aomori,02205024001,9038
aza:Aomori:02205024002,aza,Aomori,02205024002,9038
aza:Aomori:02205024003,aza,Aomori,02205024003,9038
aza:Aomori:02205025001,aza,Aomori,02205025001,9038
aza:Aomori:02205025002,aza,Aomori,02205025002,9038
aza:Aomori:02205025003,aza,Aomori,02205025003,9038
aza:Aomori:02205025004,aza,Aomori,02205025004,9038
aza:Aomori:02205025005,aza,Aomori,02205025005,9038
aza:Aomori:02205025006,aza,Aomori,02205025006,9038
aza:Aomori:02205026001,aza,Aomori,02205026001,9038
aza:Aomori:02205026002,aza,Aomori,02205026002,9038
aza:Aomori:02205026003,aza,Aomori,02205026003,9038
aza:Aomori:022050270,aza,Aomori,022050270,9038
aza:Aomori:02205028001,aza,Aomori,02205028001,9038
aza:Aomori:02205028002,aza,Aomori,02205028002,9038
aza:Aomori:02205028003,aza,Aomori,02205028003,9038
aza:Aomori:02205029001,aza,Aomori,02205029001,9038
aza:Aomori:02205029002,aza,Aomori,02205029002,9038
aza:Aomori:02205030001,aza,Aomori,02205030001,9038
aza:Aomori:02205030002,aza,Aomori,02205030002,9038
aza:Aomori:02205030003,aza,Aomori,02205030003,9038
aza:Aomori:02205031001,aza,Aomori,02205031001,9038
aza:Aomori:02205031002,aza,Aomori,02205031002,9038
aza:Aomori:02205031003,aza,Aomori,02205031003,9038
aza:Aomori:02205032001,aza,Aomori,02205032001,9038
aza:Aomori:02205032002,aza,Aomori,02205032002,9038
aza:Aomori:02205032003,aza,Aomori,02205032003,9038
aza:Aomori:02205032004,aza,Aomori,02205032004,9038
aza:Aomori:02205032005,aza,Aomori,02205032005,9038
aza:Aomori:02205032006,aza,Aomori,02205032006,9038
aza:Aomori:02205032007,aza,Aomori,02205032007,9038
aza:Aomori:02205032008,aza,Aomori,02205032008,9038
aza:Aomori:02205033001,aza,Aomori,02205033001,9038
aza:Aomori:02205033002,aza,Aomori,02205033002,9038
aza:Aomori:02205034001,aza,Aomori,02205034001,9038
aza:Aomori:02205034002,aza,Aomori,02205034002,9038
aza:Aomori:022050350,aza,Aomori,022050350,9038
aza:Aomori:02205036001,aza,Aomori,02205036001,9038
aza:Aomori:02205036002,aza,Aomori,02205036002,9038
aza:Aomori:02205036003,aza,Aomori,02205036003,9038
aza:Aomori:02205037001,aza,Aomori,02205037001,9038
aza:Aomori:02205037002,aza,Aomori,02205037002,9038
aza:Aomori:02205037003,aza,Aomori,02205037003,9038
aza:Aomori:02205037004,aza,Aomori,02205037004,9038
aza:Aomori:02205037005,aza,Aomori,02205037005,9038
aza:Aomori:02205037006,aza,Aomori,02205037006,9038
aza:Aomori:02205038001,aza,Aomori,02205038001,9038
aza:Aomori:02205038002,aza,Aomori,02205038002,9038
aza:Aomori:02205038003,aza,Aomori,02205038003,9038
aza:Aomori:02205038004,aza,Aomori,02205038004,9038
aza:Aomori:02205038005,aza,Aomori,02205038005,9038
aza:Aomori:02205038006,aza,Aomori,02205038006,9038
aza:Aomori:02205038007,aza,Aomori,02205038007,9038
aza:Aomori:02205038008,aza,Aomori,02205038008,9038
aza:Aomori:02205039001,aza,Aomori,02205039001,9038
aza:Aomori:02205039002,aza,Aomori,02205039002,9038
aza:Aomori:02205039003,aza,Aomori,02205039003,9038
aza:Aomori:02205040001,aza,Aomori,02205040001,9038
aza:Aomori:02205040002,aza,Aomori,02205040002,9038
aza:Aomori:02205040003,aza,Aomori,02205040003,9038
aza:Aomori:02205040004,aza,Aomori,02205040004,9038
aza:Aomori:02205040005,aza,Aomori,02205040005,9038
aza:Aomori:02205040006,aza,Aomori,02205040006,9038
aza:Aomori:02205040007,aza,Aomori,02205040007,9038
aza:Aomori:02205040008,aza,Aomori,02205040008,9038
aza:Aomori:02205040009,aza,Aomori,02205040009,9038
aza:Aomori:02205040010,aza,Aomori,02205040010,9038
aza:Aomori:02205040011,aza,Aomori,02205040011,9038
aza:Aomori:02205041001,aza,Aomori,02205041001,9038
aza:Aomori:02205041002,aza,Aomori,02205041002,9038
aza:Aomori:02205041003,aza,Aomori,02205041003,9038
aza:Aomori:02205041003,aza,Aomori,02205041003,9038
aza:Aomori:02205042001,aza,Aomori,02205042001,9038
aza:Aomori:02205042002,aza,Aomori,02205042002,9038
aza:Aomori:02205042003,aza,Aomori,02205042003,9038
aza:Aomori:02205042004,aza,Aomori,02205042004,9038
aza:Aomori:02205042005,aza,Aomori,02205042005,9038
aza:Aomori:02205042006,aza,Aomori,02205042006,9038
aza:Aomori:02205042007,aza,Aomori,02205042007,9038
aza:Aomori:02205043001,aza,Aomori,02205043001,9038
aza:Aomori:02205043002,aza,Aomori,02205043002,9038
aza:Aomori:02205043003,aza,Aomori,02205043003,9038
aza:Aomori:02205044001,aza,Aomori,02205044001,9038
aza:Aomori:02205044002,aza,Aomori,02205044002,9038
aza:Aomori:02205044003,aza,Aomori,02205044003,9038
aza:Aomori:02205044004,aza,Aomori,02205044004,9038
aza:Aomori:02205044005,aza,Aomori,02205044005,9038
aza:Aomori:02205044006,aza,Aomori,02205044006,9038
aza:Aomori:02205045001,aza,Aomori,02205045001,9038
aza:Aomori:02205045002,aza,Aomori,02205045002,9038
aza:Aomori:02205045003,aza,Aomori,02205045003,9038
aza:Aomori:02205045004,aza,Aomori,02205045004,9038
aza:Aomori:02205045005,aza,Aomori,02205045005,9038
aza:Aomori:02205046001,aza,Aomori,02205046001,9038
aza:Aomori:02205046002,aza,Aomori,02205046002,9038
aza:Aomori:02205046003,aza,Aomori,02205046003,9038
aza:Aomori:02205047001,aza,Aomori,02205047001,9038
aza:Aomori:02205047002,aza,Aomori,02205047002,9038
aza:Aomori:02205047003,aza,Aomori,02205047003,9038
aza:Aomori:02205048001,aza,Aomori,02205048001,9038
aza:Aomori:02205048002,aza,Aomori,02205048002,9038
aza:Aomori:02205048003,aza,Aomori,02205048003,9038
aza:Aomori:02205048004,aza,Aomori,02205048004,9038
aza:Aomori:02205048005,aza,Aomori,02205048005,9038
aza:Aomori:02205048006,aza,Aomori,02205048006,9038
aza:Aomori:02205048007,aza,Aomori,02205048007,9038
aza:Aomori:02205048008,aza,Aomori,02205048008,9038
aza:Aomori:02205049001,aza,Aomori,02205049001,9038
aza:Aomori:02205049002,aza,Aomori,02205049002,9038
aza:Aomori:02205049003,aza,Aomori,02205049003,9038
aza:Aomori:02205049004,aza,Aomori,02205049004,9038
aza:Aomori:02205049005,aza,Aomori,02205049005,9038
aza:Aomori:02205049006,aza,Aomori,02205049006,9038
aza:Aomori:02205049007,aza,Aomori,02205049007,9038
aza:Aomori:02205049008,aza,Aomori,02205049008,9038
aza:Aomori:022050500,aza,Aomori,022050500,9038
aza:Aomori:022050500,aza,Aomori,022050500,9038
aza:Aomori:022050500,aza,Aomori,022050500,9038
aza:Aomori:02205051001,aza,Aomori,02205051001,9038
aza:Aomori:02205051002,aza,Aomori,02205051002,9038
aza:Aomori:02205052001,aza,Aomori,02205052001,9038
aza:Aomori:02205052002,aza,Aomori,02205052002,9038
aza:Aomori:02205052003,aza,Aomori,02205052003,9038
aza:Aomori:02205052004,aza,Aomori,02205052004,9038
aza:Aomori:02205052005,aza,Aomori,02205052005,9038
aza:Aomori:02205052006,aza,Aomori,02205052006,9038
aza:Aomori:02205052007,aza,Aomori,02205052007,9038
aza:Aomori:02205052008,aza,Aomori,02205052008,9038
aza:Aomori:02205052009,aza,Aomori,02205052009,9038
aza:Aomori:02205052010,aza,Aomori,02205052010,9038
aza:Aomori:02205052011,aza,Aomori,02205052011,9038
aza:Aomori:02205052012,aza,Aomori,02205052012,9038
aza:Aomori:02205052013,aza,Aomori,02205052013,9038
aza:Aomori:02205052014,aza,Aomori,02205052014,9038
aza:Aomori:02205052015,aza,Aomori,02205052015,9038
aza:Aomori:02205052016,aza,Aomori,02205052016,9038
aza:Aomori:02205052016,aza,Aomori,02205052016,9038
aza:Aomori:02205052017,aza,Aomori,02205052017,9038
aza:Aomori:02205052017,aza,Aomori,02205052017,9038
aza:Aomori:02205052018,aza,Aomori,02205052018,9038
aza:Aomori:02205052018,aza,Aomori,02205052018,9038
aza:Aomori:02205052019,aza,Aomori,02205052019,9038
aza:Aomori:02205052020,aza,Aomori,02205052020,9038
aza:Aomori:02205052021,aza,Aomori,02205052021,9038
aza:Aomori:02205052022,aza,Aomori,02205052022,9038
aza:Aomori:02205052023,aza,Aomori,02205052023,9038
aza:Aomori:02205052024,aza,Aomori,02205052024,9038
aza:Aomori:02205052025,aza,Aomori,02205052025,9038
aza:Aomori:02205052026,aza,Aomori,02205052026,9038
aza:Aomori:02205052027,aza,Aomori,02205052027,9038
aza:Aomori:02205052028,aza,Aomori,02205052028,9038
aza:Aomori:02205052029,aza,Aomori,02205052029,9038
aza:Aomori:02205052030,aza,Aomori,02205052030,9038
aza:Aomori:02205053001,aza,Aomori,02205053001,9038
aza:Aomori:02205053002,aza,Aomori,02205053002,9038
aza:Aomori:02205053003,aza,Aomori,02205053003,9038
aza:Aomori:02205053004,aza,Aomori,02205053004,9038
aza:Aomori:02205053005,aza,Aomori,02205053005,9038
aza:Aomori:02205053006,aza,Aomori,02205053006,9038
aza:Aomori:022050600,aza,Aomori,022050600,9038
aza:Aomori:022050610,aza,Aomori,022050610,9038
aza:Aomori:022050620,aza,Aomori,022050620,9038
aza:Aomori:022050630,aza,Aomori,022050630,9038
aza:Aomori:022050640,aza,Aomori,022050640,9038
