,B2,B3,B4,B8,B11,NDVI,NDBI,MNDWI,viirs_mean,S2_NDBI_contrast,S2_NDBI_entropy,S2_NDBI_homogeneity,osm_built_area,osm_building_count,osm_built_ratio,elevation_mean,elevation_std,slope_mean,slope_std,aspect_sin_mean,aspect_cos_mean,tri_mean,dw_water_frac,dw_trees_frac,dw_grass_frac,dw_flooded_vegetation_frac,dw_crops_frac,dw_shrub_and_scrub_frac,dw_built_frac,dw_bare_frac,dw_snow_and_ice_frac,pop_total,pop_male,pop_female,households_total,age_u15,age_15_64,age_65_plus,age_75_plus,year,month_num
dw_bare_frac,0.002397159049095723,0.002478956647437031,0.004418819449673433,-0.012820144015018629,0.016093968689262196,-0.02709809949721349,0.028888264127297728,-0.007324905437328914,0.08495884831935095,-0.049093209449138045,0.05807879656802229,0.014702079808799109,0.04590604193897947,-0.004913113958797996,-0.06008180328195841,-0.1850625099382067,-0.14126678731934597,0.011899085461000955,-0.011828853041916547,-0.04417860650591024,-0.028192633944136576,-0.24176652094774706,0.30111008464184874,-0.2173955423837944,0.2708933778178202,0.4127549252031776,0.3827321207570695,0.30010792277668524,-0.15828450306441294,1.0,0.10772187384830913,-0.007245946679855731,-0.0038072491811507038,-0.008333112128406935,-0.0031825694301467785,0.008915280402452617,0.009611509253898353,-0.0142491232893528,-0.016169178929612296,-1.9096250224297656e-14,1.4794511121070082e-15
dw_snow_and_ice_frac,0.09173084070808583,0.10975291258157494,0.11206506649262575,0.19179047792293508,0.2426177078998541,0.19709796495852636,-0.08204582994933267,-0.1313860264688685,-0.04965694531532789,-0.04446326278429964,-0.020465670821086464,0.045760661116090735,0.025710387580613538,0.01753641670206351,-0.06704065234494068,0.4196223638596285,0.17068138751497802,0.05264658445373878,0.07923843665528667,-0.19230772957173245,-0.12321844096404184,-0.006297315910471533,-0.12691117026693122,-0.13200588857206833,0.1748386898676067,0.06724837331725102,0.1430500747593115,0.12783524403868765,-0.08265611847332388,0.10772187384830913,1.0,-0.02106106845727329,-0.02014816906446777,-0.021773098943979743,-0.04060066977557324,-0.021067821206344275,-0.02230830996252224,-0.010809915735106767,-0.00716658702330323,9.463297838696488e-14,3.976036974129078e-15
pop_total,-0.023673034927730097,-0.02665770333734286,-0.028647108342498548,-0.025862235776853416,-0.04119115410018514,0.0067744058057791256,-0.0054247379116258605,0.0033964968155059667,0.1202239336474351,-0.05614159109761109,0.08627663223183221,0.043353015810457446,0.5803179672505981,0.5992536689858148,0.15616131622519816,0.0027772358036262813,0.09221073856253059,-0.12225717631947061,0.02442611744842772,0.06215768198648402,0.1012177657720685,-0.07905253726118253,-0.01073371630959183,-0.10039761660104334,-0.15187280171133918,-0.11007461412725775,-0.13323992334231852,-0.1676343127162362,0.17894165099863746,-0.007245946679855731,-0.02106106845727329,1.0,0.9973957656157294,0.9978907751165084,0.9845186828133331,0.9525198370078956,0.9917935422901483,0.9553949909506534,0.9197499783585164,5.312589470007232e-15,-5.321675897864449e-16
pop_male,-0.023285102617729335,-0.026271090752166118,-0.028092390844305006,-0.026919156640869475,-0.040160462701254715,0.003899207084799377,-0.002717979746409909,0.003463881414667376,0.11762115360896586,-0.05776234211908585,0.08690417082714176,0.04390885328628637,0.5834121596643954,0.59283017814778,0.15111790060561064,0.004005137689970521,0.09265760184729104,-0.11515964787902347,0.024872330996904286,0.0580881062158225,0.09512462512152269,-0.07640113693321955,-0.010379179613161772,-0.09627101523451963,-0.14728407316792422,-0.10859414819356437,-0.13171481251928488,-0.16145282329748215,0.17350907406785687,-0.0038072491811507038,-0.02014816906446777,0.9973957656157294,1.0,0.9905958537857661,0.9842731520895498,0.9523596667457075,0.9938833194704807,0.9453463525404613,0.9071092121211142,-5.8372673879902356e-15,-1.1139353605820723e-16
pop_female,-0.02419082418393525,-0.02720565674743954,-0.029321723033130152,-0.02544164274383334,-0.04212637182547597,0.008846011587950023,-0.007261462775452384,0.0032324530524395806,0.12112944029733402,-0.05497926557161594,0.08527511359474912,0.042974928342058454,0.5756911810032871,0.6020275579787334,0.1581948230372364,0.0025356254710903947,0.09264621086020527,-0.12740108466194464,0.025549839978059683,0.06647758961776114,0.10628974885453799,-0.07931462032945225,-0.011130395199589499,-0.10142858255564423,-0.154333951231285,-0.1108339868124427,-0.13365863383659266,-0.1700870571252424,0.18040198402617036,-0.008333112128406935,-0.021773098943979743,0.9978907751165084,0.9905958537857661,1.0,0.9805985480329266,0.9486048672044831,0.9854356336095614,0.9607119342777604,0.9275916022946546,8.786011412324481e-15,1.5448841530635464e-16
households_total,-0.0299591141737365,-0.03401819143010655,-0.03600580732190643,-0.03869480271709265,-0.05109321956720013,-0.0028950497576271926,0.0023578884913255447,0.006006912544392082,0.1683002853405637,-0.018428140589878468,0.06793274663415474,0.01836019119408139,0.5711744157223424,0.5803566508933283,0.20491704225626042,-0.021960015500955804,0.06228170005108813,-0.11978964180011005,0.01950500895283277,0.06420768516460798,0.10078065725611962,-0.0868227135140056,-0.020135179025409497,-0.11576044681096956,-0.1991606927074739,-0.14820961056859644,-0.17901038441687886,-0.19957831742389984,0.22045041642928745,-0.0031825694301467785,-0.04060066977557324,0.9845186828133331,0.9842731520895498,0.9805985480329266,1.0,0.9338584584872068,0.9848059775985426,0.922742286129908,0.8827938011002627,-3.779039885261342e-15,-5.253475294414675e-16
age_u15,-0.023498403604092034,-0.02659358898732217,-0.027964912130777564,-0.03096546723265792,-0.03524054794819035,-0.0013859049192342175,0.005099634916095446,0.0005539253898736933,0.11014655341972626,-0.027461778154859333,0.06109065251496119,0.02254677186888109,0.5044811239529491,0.5163395375729095,0.14072942670316274,-0.032108969390093334,0.03226234444295644,-0.09159730155705663,0.010160229972793602,0.034957698874199965,0.07040922089527084,-0.0913910518145403,-0.024301946285380786,-0.10602559078551105,-0.1430307764500398,-0.11646507591975337,-0.13230306207795944,-0.14457039524424603,0.1758379475674276,0.008915280402452617,-0.021067821206344275,0.9525198370078956,0.9523596667457075,0.9486048672044831,0.9338584584872068,1.0,0.9649634460290613,0.8441431371983162,0.7968406927445122,1.00720220308527e-14,8.789216717735598e-16
age_15_64,-0.02619339641626113,-0.029564442944968905,-0.0314185216558191,-0.031556683870973753,-0.042120643871654935,0.0030475163092942687,-0.00031778356916404297,0.0020503656806980103,0.13136576918424267,-0.03959107424425754,0.07404677343717075,0.03173686414293644,0.5517614299504929,0.5613590385436755,0.1560076779771887,-0.02086698680287935,0.05987277750380416,-0.11421461321534558,0.017069070574830748,0.050902281172832596,0.09117143081083708,-0.09119123949890307,-0.01619034405085747,-0.10895145850723888,-0.15644349495331086,-0.11839872254388449,-0.14060183218052782,-0.16528306339612428,0.18654049473660886,0.009611509253898353,-0.02230830996252224,0.9917935422901483,0.9938833194704807,0.9854356336095614,0.9848059775985426,0.9649634460290613,1.0,0.9133073544210141,0.868807065024881,-1.0266722043429193e-14,-5.542011687720342e-16
age_65_plus,-0.02123672773817229,-0.02390981145615094,-0.02578806405106693,-0.021988768466698946,-0.036938063443693235,0.008849360083535693,-0.007182100748440059,0.0025483587095948743,0.05693813460834071,-0.11326742974820458,0.10543876036847606,0.08216708203308616,0.6113865774640702,0.6348819706201503,0.09829436591362936,0.06945449111485567,0.17492142903409533,-0.11928911013207506,0.05092310623250592,0.0755841173244809,0.1059086583193435,-0.002789620626317719,0.007228532986716103,-0.014507050632680664,-0.09573142906648179,-0.07098705311925792,-0.09977038137716303,-0.08947847343646582,0.08001541476336922,-0.0142491232893528,-0.010809915735106767,0.9553949909506534,0.9453463525404613,0.9607119342777604,0.922742286129908,0.8441431371983162,0.9133073544210141,1.0,0.9880561309034376,8.059370505677208e-15,6.460417671467148e-16
age_75_plus,-0.019378573436730398,-0.02175286873048314,-0.023666517460554405,-0.017877802339265007,-0.03424266471483871,0.012388159779331071,-0.01036789820606776,0.001974408718306744,0.04688758782016851,-0.12119686638981181,0.10821136000668545,0.08637854433892807,0.6174199491994632,0.6353103950737671,0.0937973460185496,0.08310233019613014,0.18989526543612215,-0.11669051585123179,0.054847030775300495,0.0758709772061643,0.10452810273275666,0.010818996261552263,0.012096793061470159,0.00029213519593544203,-0.08600271844670783,-0.06386493259361989,-0.09325631478081563,-0.0774566548125528,0.06283731086294138,-0.016169178929612296,-0.00716658702330323,0.9197499783585164,0.9071092121211142,0.9275916022946546,0.8827938011002627,0.7968406927445122,0.868807065024881,0.9880561309034376,1.0,7.983037461972944e-15,4.402627885056298e-16
year,-0.07945250898981085,-0.06905320871880632,-0.07182180124452361,0.005106581285046569,0.07351313970235747,0.21544812454079318,-0.03268575873467947,-0.1333325114354634,-0.02411085608563425,-0.15175578848977844,0.4887867065743691,-0.4313430636859268,2.169737971068044e-15,1.455830180816746e-14,9.225322352919234e-15,-6.09482132334999e-15,9.998862841416414e-15,3.665447646055392e-15,-6.122093617173664e-16,-3.728506125242486e-14,4.166230956154908e-14,-4.639348267436473e-14,-9.459730716592884e-15,-1.4626829707398237e-14,4.6430837357962244e-14,-8.763388999160162e-15,6.736591354630745e-15,4.094064762216565e-14,-3.766602977044364e-14,-1.9096250224297656e-14,9.463297838696488e-14,5.312589470007232e-15,-5.8372673879902356e-15,8.786011412324481e-15,-3.779039885261342e-15,1.00720220308527e-14,-1.0266722043429193e-14,8.059370505677208e-15,7.983037461972944e-15,1.0,-6.52041954964649e-13
month_num,-0.20648331716726095,-0.202671419614383,-0.20993371389718704,-0.1632540009284786,0.0703430940629719,0.16104283798140911,0.23553754351054526,-0.22095904257928403,-0.08563481955319996,0.07803344665613243,0.02152348662770122,-0.0292520631190122,8.233230848475146e-17,1.248673187151958e-15,1.0805204634262721e-16,-1.132679517120615e-15,3.3552718794604145e-16,-2.977493010112098e-16,-8.106567420485163e-17,-4.546999518319549e-15,3.2744299514791453e-16,-3.4837039036141977e-15,-3.0985855845261747e-16,5.348729213672522e-16,2.6982794017244123e-15,-3.367747256633236e-16,-7.730323952061252e-16,2.9536097576185346e-15,-2.8773474448230575e-15,1.4794511121070082e-15,3.976036974129078e-15,-5.321675897864449e-16,-1.1139353605820723e-16,1.5448841530635464e-16,-5.253475294414675e-16,8.789216717735598e-16,-5.542011687720342e-16,6.460417671467148e-16,4.402627885056298e-16,-6.52041954964649e-13,1.0
