unit_id,pref_name,B4_mean,B4_std,B8_mean,B8_std,B11_mean,B11_std,NDVI_mean,NDVI_std,NDBI_mean,NDBI_std,MNDWI_mean,MNDWI_std,viirs_mean_mean,viirs_mean_std,S2_NDBI_contrast_mean,S2_NDBI_contrast_std,S2_NDBI_entropy_mean,S2_NDBI_entropy_std,NDVI_slope,NDBI_slope,MNDWI_slope,viirs_mean_slope,NDVI_seasonal_amp,NDBI_seasonal_amp,MNDWI_seasonal_amp,pop_total,age_u15,age_65_plus,osm_built_area,osm_built_ratio,elevation_mean,elevation_std,slope_mean,slope_std,aspect_sin_mean,aspect_cos_mean,tri_mean,dw_water_frac,dw_trees_frac,dw_grass_frac,dw_flooded_vegetation_frac,dw_crops_frac,dw_shrub_and_scrub_frac,dw_built_frac,dw_bare_frac,elderly_ratio,aging_index,youth_ratio,household_size,shrinkage_class,shrinkage_code
mura:Akita:05201,Akita,0.6526704862482298,1.0912700231587689,0.40786680267203784,0.5674369894910222,0.36876098378268773,0.5559366443623174,-0.10484854177266212,-0.05891274204117602,0.052204581431055615,0.9557736283693383,0.24404909320782142,0.3724840371556328,1.3645122882833876,0.7952750246552147,-0.806751436793723,-0.958645689641569,-0.03380831042166856,-0.061307804013078455,0.3772928783503478,0.9490425495143618,-0.641025983211669,-1.749293964197274,-0.12034823440699897,0.3434340202227061,0.027715098325118637,1.8262858576228354,1.6231971281904254,1.9184360830822231,1.8310543696470258,2.756150471387574,-0.06749360565770236,0.6602818657139435,2.6517424851491826,5.532300676392047,-20.063356862467362,-2.8262525784938757,0.26902254105281675,1.1876910900308018,0.018743679641133208,-0.4090639976732292,0.05222925190990825,-0.05880777717024828,0.1801465037951469,0.6517160676243723,-0.17726218641411426,-0.9520816837943902,-0.5427578249531595,0.47584442766357105,-0.9254652535517313,stable,0
mura:Akita:05202,Akita,-0.07833024197016131,0.21031842436279932,0.007722648292862365,0.019310001386089386,-0.10803851630193617,-0.031994824590063725,0.10160576104288288,0.24226954407152568,-0.32108970826965755,-0.58742218187051,0.25516676350360323,-0.0093298057347744,0.052415060189942006,-0.1221960625054359,-0.3591072570176424,-0.5921964170527375,-0.2862837172399523,-0.2105625835741522,0.5298379224793591,0.25949673360754905,-0.5145997090734389,0.1641859322130016,0.07318149490587222,-0.3731067878322452,0.0,0.7645727083552828,0.5991127597287971,0.9382790294034077,1.4704144695894643,3.0188942755505903,-0.4015218628760825,-0.23832042914602095,-0.17451009339638246,0.029906585846566348,0.0,0.0,-0.2627092041189032,1.9258872685885318,-0.2335044210616633,-0.04287135716614794,0.8913112931263576,0.6695335832176206,0.0,0.1990871634277468,0.47412414099082406,0.22419891850044824,0.28376920980172726,-0.3411576415295407,-0.6112209183254301,shrinking,1
mura:Akita:05203,Akita,1.363507885107482,2.399575733512687,1.0796308990882169,1.4510218994219015,1.229997789372907,1.8009210380574345,0.35769452584273354,0.42352633042950183,0.02685279597329137,3.0378795063409227,-0.40256254663771074,1.4380400179475208,0.6213355794228785,0.733024268883397,-0.5630551739754337,-0.41911631189351,-0.40710475342064995,0.0,0.06262455769308983,1.3535740209463898,-0.49127220316816356,-0.5094875333169504,0.7943926034463554,3.6423588890311023,2.1759928148094754,1.078692861432012,0.9497647589917221,1.2426660374429277,1.4567857771717738,1.6655334681377945,0.01830893297773463,0.20429281203280228,2.6517424851491826,6.588624285251975,-20.063356862467362,-2.8262525784938757,-0.07075137360957254,0.10344968499779522,-0.5389633560147635,0.3132439974813877,0.6030587179587908,0.8656576182396314,-0.051435721859915795,0.5225258212459841,-0.009016461412390524,-0.061187265570461016,-0.13005948151573046,0.21875272486029365,0.41249055228208037,shrinking,1
mura:Akita:05204,Akita,0.5653061386253523,1.1631784746478937,0.8526978640910085,0.6979838439322159,0.6469270766594223,0.997566243794461,1.3769685248285182,1.3137949295703852,-1.5210242814122603,0.3797398162005857,-0.6622316286114526,1.041166171284321,-0.13257422131665803,0.04748091129498589,-0.7474599330415838,-0.36017774775652933,0.5748532866382998,0.5896432482297129,1.4179647781347868,-0.109043932114341,-1.1317710488035977,0.40850645545452813,0.9848547166739503,0.35759844703272353,1.2865205604005074,0.9550810590250267,0.8121471177549886,1.1063761543500854,1.7901042660665962,2.575403798408034,0.3592704506904349,0.4541353271072262,-0.17451009339638246,0.03436464283948689,0.0,0.0,0.9058908417711353,-0.03475291782912705,0.4610366439852364,-0.5917941818373524,-0.015005035555595462,-0.23277330567374444,0.14753980884287596,-0.1546449078208833,-0.43924549871569424,-0.06649319533234355,-0.024955486755562525,-0.00996329772943349,-0.3326735866269874,shrinking,1
mura:Akita:05206,Akita,-0.5824598755285714,-0.406206643983815,-0.982817751358816,-0.5092627219753687,-0.6213751991983922,-0.9870910151017559,-1.0315515300292328,-0.9708198025156941,0.8360809384510773,-0.25300562814149996,1.033694092589715,-0.7976059493927603,0.028018173672214458,0.0,0.3287836546348803,-0.6085210678950467,-0.04606730684834837,-0.5035919025667177,-0.3149174360434376,0.7828367495074489,0.0,-1.799100206045254,-0.8542539609093167,-1.1057638977772086,-1.5551613064184369,0.36366558257188764,0.15007486378510776,0.5768494641663258,0.2964895647214053,0.08908948944895054,-0.48039013423880833,-0.27438467491581897,0.0,0.0,0.0,0.0,-0.5105151963657995,3.839353573557215,-0.28193674548188286,0.11083633851273027,0.8381500164046654,0.35475272605339286,0.6867388352778944,0.34144164521319076,0.8865461052701498,0.8355509667642522,1.0946975263484169,-0.9429189270043307,-0.5137570924300896,severely_shrinking,2
mura:Akita:05207,Akita,1.3860788436575862,2.4511286075502716,1.1061464809868211,1.4883927231248677,1.2661175290718394,1.8631429383083413,0.39112469177155706,0.46603342870977904,0.0,3.123257335842439,-0.43552606153845363,1.5025313906373923,-0.21312852654384618,-0.06412442988075254,-0.8043336387615957,-0.515110218291424,0.46379061615926437,0.9013913901024169,0.08536523366006427,1.362690539559642,-0.5121475184498152,0.09523449462202978,0.8380247294414025,3.76003669098511,2.2594319485948398,0.664370119926857,0.5201787660095202,0.8073743043146809,0.5692783741281565,-0.2205385763928535,1.0819149901746408,0.9481579329940615,1.9302528194556339,769376.2671943794,4.3367041014988335,-1.107895691571419,1.0609398041067297,-0.22337423179987728,0.23010785353009994,-0.7368533666814279,-0.33343401651303994,-0.18470322924747973,-0.27648186990214324,-0.23204528006214042,-0.4414263921763507,0.07179515914670795,0.1908071399952006,-0.297869739308302,0.2435701921219951,shrinking,1
mura:Akita:05209,Akita,0.7524256764248,0.749781592241379,0.9150467177738987,0.13526633397056034,0.9414377599952323,-0.022701460295943766,1.3516107736834786,0.3484738044217808,-1.0578235913910023,0.36198318277398317,-0.9530311822979952,0.5638020586773447,-0.2896759119104242,-0.06857090072084372,-0.49748838184488564,-0.26010467833120415,0.5465970221451238,0.5604623499641477,-0.11047504778948225,0.36803947322940794,-0.057531394712609873,0.21920190544602178,0.5974782139276625,0.5666624002730493,0.9262686352018892,0.4485399203907263,0.40631285411802176,0.5786905077250627,1.3160034732558947,1.113549712511764,1.0922428810607498,0.7981481377437213,-0.0515806210897594,450626.797920225,-0.8726671812136345,-0.12292947226033123,0.7096654004567262,-0.20818979279948094,0.19270781991569352,-0.29231592128567235,-0.13654025218955257,-0.2540534742787066,0.3763193044134775,-0.30271642668195825,-0.04660139615588217,0.12867609721128365,-0.04602562775134408,0.18830194625896635,0.1541575723274318,shrinking,1
mura:Akita:05210,Akita,0.6919952304273744,1.2120802853174102,0.27727805789866766,0.6584689848613621,0.3030232968721595,0.7077596030252459,-0.5116188551962021,-0.3422911578677137,0.4734535148796861,1.5431671431361225,0.5105079678216735,0.25739985408963595,-0.22215786885431063,-0.20991456080050946,-0.5977007019748842,-0.448650076442009,0.7152127245041996,1.1400640086800733,0.06534449099117422,1.221734471673983,-0.46859527844874754,-0.20565962836241278,-0.28274337420631857,1.3914949443235638,0.15688774803044855,0.9994958357253122,0.8831042892025057,1.1247306735567217,0.6771609092771557,-0.2990055185885524,0.24027651166964734,0.6745184022412879,2.6517424851491826,-0.1825181197262847,-20.063356862467362,-2.8262525784938757,0.3797000161046215,-0.1531838320967255,0.5162154804896851,-0.30912088633665197,-0.10793069724986301,-0.07989846118501923,-0.13897757279746298,-0.22761720418409542,-0.7737357961573863,-0.27113674488445044,-0.21091392273636408,0.2271284394857375,0.11084145926611133,shrinking,1
mura:Akita:05211,Akita,0.10667113933694215,0.3064045262612964,-0.13135597544156605,0.005386007277638904,-0.11893588947957232,-0.2770443059081232,-0.4462747389907788,-0.43340060712951134,0.30527059157746284,0.01020263115871449,0.5799532063424402,-0.2710210278479217,0.9824078364738271,0.7429627179390427,0.6958671855854157,0.3631173636057243,-0.8519531177959417,-0.7225609993372727,0.11929576605523252,0.764206214786907,-0.35329561074559934,-2.997209882610914,-0.4897217723623213,-0.2725158923162247,-0.4758802690011142,0.49913553564162144,0.47062200411848537,0.5439720834019902,0.1706266510912916,0.8848546196956627,-0.6844387829623062,-0.6285760999634881,2.6517424851491826,-0.1825181197262847,-20.063356862467362,-2.8262525784938757,-0.9478244838688908,1.2262954554454935,-1.3504932398589433,0.04974988750862741,2.4436256836277424,1.420670833172522,-0.4633058781598025,1.9414875398836187,0.39319869569587207,-0.4779659599328078,-0.3327195496052824,0.3462487647046412,-0.0343721003528439,stable,0
mura:Akita:05212,Akita,1.1364874336364563,2.0012660628596124,0.8593873150444586,1.2258289538914584,0.9095614457807882,1.6812235358101737,0.16438990657756758,0.39418282855048037,-0.11221054953699598,2.3726820808520874,-0.10061169295906414,1.2307450143136627,0.16072783248556843,0.2429865337874552,-0.5378215251400983,-0.536222043327485,0.12108003003758473,0.4013049737583467,0.613586448122992,1.1624468563132972,-0.9133092229057959,-0.39083571199032147,0.24640754736382114,1.798583557318998,1.1675102982186714,1.022117200729693,0.8926541643642317,1.1711357395079174,1.1762888767933504,0.4787627742726996,-0.21123777490782447,0.29741740143839207,2.6517424851491826,-0.1825181197262847,-20.063356862467362,-2.8262525784938757,-0.03319192356478664,0.26975490614371267,-0.3423990539080171,0.4603371233482369,0.4630031633636161,0.8685507887246117,0.5775041877667054,0.2468392562357441,0.08505517570545135,-0.12641232167202288,-0.1259243045139139,0.15486389288865832,0.3803089534940652,shrinking,1
