,model,balanced_accuracy,accuracy,f1_weighted,f1_macro,precision_weighted,recall_weighted,cohen_kappa,matthews_corrcoef
121,SVM (RBF),0.6954714191307024,0.6954813359528488,0.6923991020114304,0.690517191552014,0.6990886695902297,0.6954813359528488,0.5439349329058216,0.5481146014014074
122,SVM (RBF),0.6647391620867033,0.6659807956104252,0.6719483484956231,0.6735231206453465,0.697619419179572,0.6659807956104252,0.4964234194748107,0.504807806232264
123,SVM (RBF),0.648233828612318,0.6477272727272727,0.6407946988264734,0.6422462444890702,0.6452375118488508,0.6477272727272727,0.4707435846140833,0.4753298350983444
124,SVM (RBF),0.6640487899613126,0.6682926829268293,0.6730511112744121,0.6753358231849237,0.707065496232304,0.6682926829268293,0.4963293524971907,0.5062624262145576
125,Random Forest,0.6610282708744247,0.6618798955613577,0.6650199190746598,0.6639563723158024,0.6706622629503531,0.6618798955613577,0.49290648263522796,0.49388544878356705
126,Random Forest,0.6675424923921917,0.6690789473684211,0.6598276621807693,0.6574246089151076,0.6688486694572676,0.6690789473684211,0.5038114930175629,0.5112813040063491
127,Random Forest,0.6565156734442327,0.6546075085324232,0.6571611644059611,0.6597983424033148,0.6620451177615974,0.6546075085324232,0.4808737237886015,0.48166734373322145
128,Random Forest,0.6033868952730912,0.6025469168900804,0.5867707727757427,0.5889383011025661,0.6026112193784223,0.6025469168900804,0.4025898961907811,0.4152705323798882
129,Random Forest,0.6382742026366048,0.6393328700486449,0.6424997704637225,0.6454892989449094,0.6584145737273107,0.6393328700486449,0.4543467936962541,0.4579003647873435
130,Random Forest,0.6610282708744247,0.6618798955613577,0.6650199190746598,0.6639563723158024,0.6706622629503531,0.6618798955613577,0.49290648263522796,0.49388544878356705
131,Random Forest,0.6675424923921917,0.6690789473684211,0.6598276621807693,0.6574246089151076,0.6688486694572676,0.6690789473684211,0.5038114930175629,0.5112813040063491
132,Random Forest,0.6524917410787295,0.6511945392491467,0.6546785057086484,0.6570761481914845,0.6621605833243005,0.6511945392491467,0.4754247810926866,0.4768224147938477
133,Random Forest,0.6203063638005148,0.6193029490616622,0.603892031490451,0.6059499564762723,0.619278227757114,0.6193029490616622,0.4280029212175699,0.4403246507972783
134,Random Forest,0.6382742026366048,0.6393328700486449,0.6424997704637225,0.6454892989449094,0.6584145737273107,0.6393328700486449,0.4543467936962541,0.4579003647873435
135,Random Forest,0.6610282708744247,0.6618798955613577,0.6650199190746598,0.6639563723158024,0.6706622629503531,0.6618798955613577,0.49290648263522796,0.49388544878356705
136,Random Forest,0.6675424923921917,0.6690789473684211,0.6598276621807693,0.6574246089151076,0.6688486694572676,0.6690789473684211,0.5038114930175629,0.5112813040063491
137,Random Forest,0.6524917410787295,0.6511945392491467,0.6546785057086484,0.6570761481914845,0.6621605833243005,0.6511945392491467,0.4754247810926866,0.4768224147938477
138,Random Forest,0.6203063638005148,0.6193029490616622,0.603892031490451,0.6059499564762723,0.619278227757114,0.6193029490616622,0.4280029212175699,0.4403246507972783
139,Random Forest,0.6389629078707646,0.6400277970813064,0.6431324902512267,0.6461038011794079,0.6589721476559114,0.6400277970813064,0.45541207456465593,0.45896035847853434
140,Random Forest,0.6610282708744247,0.6618798955613577,0.6650199190746598,0.6639563723158024,0.6706622629503531,0.6618798955613577,0.49290648263522796,0.49388544878356705
141,Random Forest,0.6734415882176013,0.6745252128356254,0.6655360731483095,0.6630612392985199,0.6760182795922768,0.6745252128356254,0.5122308788879477,0.5202176432974279
142,Random Forest,0.6451664265831109,0.644808743169399,0.6492083706635843,0.6513068471648394,0.6605344017719983,0.644808743169399,0.4652896207410987,0.46809581956342833
143,Random Forest,0.6142779815739011,0.6130551816958277,0.5948158093128298,0.596841315265976,0.6149813055166499,0.6130551816958277,0.4189608685156285,0.43403755582433273
144,Random Forest,0.6382742026366048,0.6393328700486449,0.6424997704637225,0.6454892989449094,0.6584145737273107,0.6393328700486449,0.4543467936962541,0.4579003647873435
145,Random Forest,0.6610282708744247,0.6618798955613577,0.6650199190746598,0.6639563723158024,0.6706622629503531,0.6618798955613577,0.49290648263522796,0.49388544878356705
146,Random Forest,0.6734415882176013,0.6745252128356254,0.6655360731483095,0.6630612392985199,0.6760182795922768,0.6745252128356254,0.5122308788879477,0.5202176432974279
147,Random Forest,0.6391762538626965,0.6385459533607681,0.6432662135854106,0.6454172550689755,0.6547278216353523,0.6385459533607681,0.4560999280100404,0.45869704089895413
148,Random Forest,0.6063883744417379,0.6042780748663101,0.5868686518298375,0.5896077485357583,0.6047718818345668,0.6042780748663101,0.4059589766980132,0.41981843377469547
149,Random Forest,0.6439004985364254,0.645993031358885,0.6489027318323185,0.6512955401932107,0.6664786306173501,0.645993031358885,0.4640333734767911,0.4683107161961649
150,Gradient Boosting,0.809026204564666,0.8093994778067886,0.8114296628799507,0.8106548752176866,0.8151113815281511,0.8093994778067886,0.7141886003582993,0.7149821971733846
151,Gradient Boosting,0.8050797702095455,0.8065789473684211,0.8043661375739563,0.8026121001753586,0.8048958195103694,0.8065789473684211,0.7097678623501606,0.7110187051892476
152,Gradient Boosting,0.8133479661276634,0.8122866894197952,0.81345995470129,0.8153646971153616,0.8159132041784433,0.8122866894197952,0.7178904543162848,0.7184975867829904
153,Gradient Boosting,0.7955904528912758,0.7942359249329759,0.7929571932927867,0.7939201691779011,0.7922909690057046,0.7942359249329759,0.691330037575947,0.6916040850174717
154,Gradient Boosting,0.7965161334840788,0.7984711605281446,0.8010078705908065,0.802974897002637,0.8118550944302116,0.7984711605281446,0.6954281748096746,0.6991903688124264
155,Gradient Boosting,0.809026204564666,0.8093994778067886,0.8114296628799507,0.8106548752176866,0.8151113815281511,0.8093994778067886,0.7141886003582993,0.7149821971733846
156,Gradient Boosting,0.8050797702095455,0.8065789473684211,0.8043661375739563,0.8026121001753586,0.8048958195103694,0.8065789473684211,0.7097678623501606,0.7110187051892476
157,Gradient Boosting,0.8189946409542648,0.8184300341296928,0.820022686132684,0.8217751621235626,0.8238781415285312,0.8184300341296928,0.7270048008316865,0.7281115091889
158,Gradient Boosting,0.8009617361366704,0.7995978552278821,0.7979973532282887,0.7988826453489288,0.797368771811726,0.7995978552278821,0.6994053575098462,0.6998424988095318
159,Gradient Boosting,0.7965161334840788,0.7984711605281446,0.8010078705908065,0.802974897002637,0.8118550944302116,0.7984711605281446,0.6954281748096746,0.6991903688124264
160,Gradient Boosting,0.809026204564666,0.8093994778067886,0.8114296628799507,0.8106548752176866,0.8151113815281511,0.8093994778067886,0.7141886003582993,0.7149821971733846
161,Gradient Boosting,0.8050797702095455,0.8065789473684211,0.8043661375739563,0.8026121001753586,0.8048958195103694,0.8065789473684211,0.7097678623501606,0.7110187051892476
162,Gradient Boosting,0.8189946409542648,0.8184300341296928,0.820022686132684,0.8217751621235626,0.8238781415285312,0.8184300341296928,0.7270048008316865,0.7281115091889
163,Gradient Boosting,0.8009617361366704,0.7995978552278821,0.7979973532282887,0.7988826453489288,0.797368771811726,0.7995978552278821,0.6994053575098462,0.6998424988095318
164,Gradient Boosting,0.7965161334840788,0.7984711605281446,0.8010078705908065,0.802974897002637,0.8118550944302116,0.7984711605281446,0.6954281748096746,0.6991903688124264
165,Gradient Boosting,0.809026204564666,0.8093994778067886,0.8114296628799507,0.8106548752176866,0.8151113815281511,0.8093994778067886,0.7141886003582993,0.7149821971733846
166,Gradient Boosting,0.813115905342649,0.8140144073346431,0.8116407732855789,0.8100234542392323,0.8133721905616378,0.8140144073346431,0.7210076119011224,0.7228927663658434
167,Gradient Boosting,0.8014145223670909,0.8005464480874317,0.802247446547434,0.8041362200491736,0.805869781908189,0.8005464480874317,0.7001990313526978,0.7011313903808204
168,Gradient Boosting,0.7951929289038744,0.7940780619111709,0.7924565525469728,0.7934028720160836,0.791640005384113,0.7940780619111709,0.6910581920712029,0.6914265208553999
169,Gradient Boosting,0.7965161334840788,0.7984711605281446,0.8010078705908065,0.802974897002637,0.8118550944302116,0.7984711605281446,0.6954281748096746,0.6991903688124264
170,Gradient Boosting,0.809026204564666,0.8093994778067886,0.8114296628799507,0.8106548752176866,0.8151113815281511,0.8093994778067886,0.7141886003582993,0.7149821971733846
171,Gradient Boosting,0.813115905342649,0.8140144073346431,0.8116407732855789,0.8100234542392323,0.8133721905616378,0.8140144073346431,0.7210076119011224,0.7228927663658434
172,Gradient Boosting,0.8048637574535767,0.803840877914952,0.8052886735492952,0.8070900503029365,0.808076532834258,0.803840877914952,0.7052765497280621,0.7059220210821427
173,Gradient Boosting,0.793512334556774,0.7921122994652406,0.7898090154157626,0.790839654681453,0.7889903352590221,0.7921122994652406,0.6881632937574481,0.6888355925928529
174,Gradient Boosting,0.7951302145162505,0.7965156794425087,0.7990977788172245,0.801273042240027,0.8085855058170396,0.7965156794425087,0.6926058735151885,0.6957596238610962
175,K-Nearest Neighbors,0.4663587865126327,0.4660574412532637,0.46784481633512065,0.46726922380593683,0.48717886718515,0.4660574412532637,0.20040529228004977,0.20475198654686583
176,K-Nearest Neighbors,0.5444910010394489,0.5453947368421053,0.5426567737391891,0.5408353021474334,0.5451220476918379,0.5453947368421053,0.31865360264048326,0.3203022823775629
