pref_name,B2_mean,B2_std,B2_min,B2_max,B2_count,B3_mean,B3_std,B3_min,B3_max,B3_count,B4_mean,B4_std,B4_min,B4_max,B4_count,B8_mean,B8_std,B8_min,B8_max,B8_count,B11_mean,B11_std,B11_min,B11_max,B11_count,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_count,NDBI_mean,NDBI_std,NDBI_min,NDBI_max,NDBI_count,MNDWI_mean,MNDWI_std,MNDWI_min,MNDWI_max,MNDWI_count,viirs_mean_mean,viirs_mean_std,viirs_mean_min,viirs_mean_max,viirs_mean_count,viirs_mean_x_mean,viirs_mean_x_std,viirs_mean_x_min,viirs_mean_x_max,viirs_mean_x_count,viirs_mean_y_mean,viirs_mean_y_std,viirs_mean_y_min,viirs_mean_y_max,viirs_mean_y_count,S2_NDBI_contrast_mean,S2_NDBI_contrast_std,S2_NDBI_contrast_min,S2_NDBI_contrast_max,S2_NDBI_contrast_count,S2_NDBI_entropy_mean,S2_NDBI_entropy_std,S2_NDBI_entropy_min,S2_NDBI_entropy_max,S2_NDBI_entropy_count,S2_NDBI_homogeneity_mean,S2_NDBI_homogeneity_std,S2_NDBI_homogeneity_min,S2_NDBI_homogeneity_max,S2_NDBI_homogeneity_count,osm_built_area_mean,osm_built_area_std,osm_built_area_min,osm_built_area_max,osm_built_area_count,osm_building_count_mean,osm_building_count_std,osm_building_count_min,osm_building_count_max,osm_building_count_count,osm_built_ratio_mean,osm_built_ratio_std,osm_built_ratio_min,osm_built_ratio_max,osm_built_ratio_count,elevation_mean_mean,elevation_mean_std,elevation_mean_min,elevation_mean_max,elevation_mean_count,elevation_std_mean,elevation_std_std,elevation_std_min,elevation_std_max,elevation_std_count,slope_mean_mean,slope_mean_std,slope_mean_min,slope_mean_max,slope_mean_count,slope_std_mean,slope_std_std,slope_std_min,slope_std_max,slope_std_count,aspect_sin_mean_mean,aspect_sin_mean_std,aspect_sin_mean_min,aspect_sin_mean_max,aspect_sin_mean_count,aspect_cos_mean_mean,aspect_cos_mean_std,aspect_cos_mean_min,aspect_cos_mean_max,aspect_cos_mean_count,tri_mean_mean,tri_mean_std,tri_mean_min,tri_mean_max,tri_mean_count,dw_water_frac_mean,dw_water_frac_std,dw_water_frac_min,dw_water_frac_max,dw_water_frac_count,dw_trees_frac_mean,dw_trees_frac_std,dw_trees_frac_min,dw_trees_frac_max,dw_trees_frac_count,dw_grass_frac_mean,dw_grass_frac_std,dw_grass_frac_min,dw_grass_frac_max,dw_grass_frac_count,dw_flooded_vegetation_frac_mean,dw_flooded_vegetation_frac_std,dw_flooded_vegetation_frac_min,dw_flooded_vegetation_frac_max,dw_flooded_vegetation_frac_count,dw_crops_frac_mean,dw_crops_frac_std,dw_crops_frac_min,dw_crops_frac_max,dw_crops_frac_count,dw_shrub_and_scrub_frac_mean,dw_shrub_and_scrub_frac_std,dw_shrub_and_scrub_frac_min,dw_shrub_and_scrub_frac_max,dw_shrub_and_scrub_frac_count,dw_built_frac_mean,dw_built_frac_std,dw_built_frac_min,dw_built_frac_max,dw_built_frac_count,dw_bare_frac_mean,dw_bare_frac_std,dw_bare_frac_min,dw_bare_frac_max,dw_bare_frac_count,dw_snow_and_ice_frac_mean,dw_snow_and_ice_frac_std,dw_snow_and_ice_frac_min,dw_snow_and_ice_frac_max,dw_snow_and_ice_frac_count,pop_total_mean,pop_total_std,pop_total_min,pop_total_max,pop_total_count,pop_male_mean,pop_male_std,pop_male_min,pop_male_max,pop_male_count,pop_female_mean,pop_female_std,pop_female_min,pop_female_max,pop_female_count,households_total_mean,households_total_std,households_total_min,households_total_max,households_total_count,age_u15_mean,age_u15_std,age_u15_min,age_u15_max,age_u15_count,age_15_64_mean,age_15_64_std,age_15_64_min,age_15_64_max,age_15_64_count,age_65_plus_mean,age_65_plus_std,age_65_plus_min,age_65_plus_max,age_65_plus_count,age_75_plus_mean,age_75_plus_std,age_75_plus_min,age_75_plus_max,age_75_plus_count,year_mean,year_std,year_min,year_max,year_count,month_num_mean,month_num_std,month_num_min,month_num_max,month_num_count
Akita,1540.3916310254226,1798.3567173677202,60.99999999999999,10201.999999999998,2101,1584.0974126147855,1767.4701811389152,23.0,10005.999999999998,2101,1572.2247887948658,1839.7571306459731,0.0,10269.000000000002,2101,2435.1113725157848,1711.6658886275904,0.0,10583.999999999998,2101,1235.983357387259,625.4524298341739,2.0,3507.9999999999995,2101,0.2205543522648223,0.2141670514759018,-0.3142857253551483,0.7707646572945457,2101,-0.22140293269871753,0.2035715695663836,-0.8303436965386772,1.0,2101,0.048765750471526106,0.3523301855583354,-0.4853670766890507,0.8449612259864807,2101,0.6997553806873199,0.4754944750826577,-0.0647305965829675,4.028712498439883,3150,,,,,0,,,,,0,170.39591414009584,108.895458060824,26.45902933820678,1099.9768471212963,2500,5.330800076033526,2.1953109079656574,0.9987758405581081,9.609251876427678,2500,0.6736700865873668,0.16237567556615118,0.3740590910678395,0.9942830699708526,2500,3965810.2504310976,5066107.275510362,189081.88759096272,19100354.5001787,3250,29576.04,41115.138826566734,1587,156551,3250,0.00937433183720838,0.008097175747726998,0.0009265980854679422,0.036007296932417616,3250,263.1832404253369,171.1855946792239,-3.1474831906495675,638.8372141741775,3250,185.55280000609963,81.08820106961026,1.9017261308350843,331.4979950168995,3250,0.1674186495298416,0.10723161030405101,0.0107391448691487,0.2582422792911529,3120,0.026842940914311192,0.04254492303206885,0.0,0.1233593760156509,3120,-0.7643432519314526,0.11423436607114708,-0.8674519768894725,-0.5653044126468221,3120,0.6082338174795119,0.1246982209513236,0.4975209219626307,0.7853861733385443,3120,6.300452445864217,2.5290229451262967,0.3281815017976682,9.984410201923849,3250,0.06718276198182528,0.03604216494623207,0.03942781285599321,0.19295157673820615,3250,0.4154404919502637,0.10370253065961903,0.08480009085669075,0.5386266686761856,3250,0.061327205427929306,0.00900051317706496,0.04762439207044015,0.08521436041933539,3250,0.041494385347604225,0.00652216151243033,0.03330032660717999,0.05781228225058368,3250,0.10120139495518296,0.05945214628142966,0.043644054834704696,0.3075173429444665,3250,0.05886187898544156,0.00474752545566744,0.047019202130844755,0.0715662605875773,3250,0.07429456381121402,0.029410440475699396,0.04032174380661331,0.15550457580796553,3250,0.0449224863027374,0.0039052701508050713,0.04055137105715477,0.06143824883467637,3250,0.12553431125039116,0.03363984374002381,0.057308985501300765,0.19986863961316273,3250,38380.08,60464.899903483776,2063,307672,3250,18097.56,28570.193736996767,986,145411,3250,20282.52,31896.270439801847,1077,162261,3250,15341.24,26545.849857514047,790,136634,3250,3706.92,6441.882128803943,117,32809,3250,20027.48,33758.27515541212,839,172755,3250,14302.72,19265.612940694908,954,95949,3250,7584.4,9836.79753493512,545,48525,3250,2020.0076923076922,3.1857836572341234,2015,2025,3250,6.507692307692308,3.4784792216406246,1,12,3250
Aomori,1054.1797074771916,1010.9441056938788,131.27144558319367,9906.14445404306,3436,1039.868127994399,994.5650677106327,90.7061506619264,9899.615418158228,3436,984.1081664544116,1036.0704255218686,46.00455590386149,10035.135811551962,3436,1699.7563911279208,1191.9933249267274,24.00501149424905,10440.296516964345,3436,948.7502953754301,555.1065148952995,10.005922675021646,3266.2851493256167,3436,0.1864565689354862,0.22026895770689664,-0.314247676029632,0.8288887881220984,3436,-0.19854339057519058,0.16375694591248582,-0.8467100711747196,0.6635722354188207,3436,0.0657738188458483,0.2917471234540123,-0.6270134933116617,0.8448892943783799,3436,1.1160358411083853,1.364210530822849,-0.0399060583111821,13.375650939977094,5060,1.4304560720422006,1.2799287858813413,0.436458054879602,4.576245163197651,20,1.4304560720422006,1.2799287858813413,0.436458054879602,4.576245163197651,20,207.64421138388616,125.19141391078996,27.39401613867791,873.5116449322433,4020,5.132028456668325,2.165799060906675,0.7996191084425032,9.520610580601941,4020,0.6852279532871486,0.15984776785917176,0.35448192786674193,0.9960173483520156,4020,1363722.5833528077,3235323.995688895,33112.38789735181,15116924.775005948,5220,9502.813793103449,27137.501784841006,73,131648,5220,0.004741752754033141,0.00760372300251734,0.00013427226667320634,0.045149565187019416,5220,188.34059671195317,138.25267841463594,11.695193892812323,524.9103923646051,5220,132.72058663773686,86.6116250152302,1.8937386697977765,298.4300631745288,5220,0.02821089897686721,0.02726637549461418,0.0107391448691487,0.0770418792963028,3656,0.0039124035094502225,0.009733782762323605,0.0,0.0329283288108795,3656,-0.4558888139332908,0.2545604348547279,-0.6190061055665267,0.0,3656,0.8419401004120936,0.08825791627804849,0.7853861733385443,1.0,3656,5.143449488526703,2.5940478017573256,0.4257368779043178,10.010344926851127,5220,0.06023387874869281,0.03151367877259636,0.041348123622388724,0.18852389770577319,5220,0.39902759954224554,0.14559527249173965,0.08316249380332254,0.6013350226402466,5220,0.06836825752246009,0.014646789793921443,0.04596060508245485,0.10877962603628885,5220,0.039998716577094265,0.006346033603588281,0.0344286952007446,0.0591388192379827,5220,0.10423388624015077,0.07099009622348573,0.03861504514737074,0.2890354496438193,5220,0.06426202256026399,0.006264291001107532,0.05399851023352677,0.07651150499500757,5220,0.09293493853282862,0.04843119774821077,0.03980723941125937,0.20864313109894145,5220,0.04525790604205724,0.0041251106564883285,0.038189606812379776,0.05775125196443741,5220,0.11453546764703625,0.03535830319936218,0.05133094200258409,0.2063354839737988,5220,31200.968582375477,57893.27395082055,1265,275192,5220,14702.770498084292,27102.03722606902,589,128049,5220,16498.198084291187,30802.400117306148,676,147143,5220,12847.21570881226,24799.39595701372,435,118067,5220,3254.6858237547895,6192.507414350573,105,28040,5220,17044.468582375477,32256.833319539146,613,150122,5220,10402.440996168581,17887.4659664221,501,84787,5220,5298.14367816092,8942.670171968026,291,42083,5220,2020.0057471264367,3.179795491072706,2015,2025,5220,6.505747126436781,3.4717491651890615,1,12,5220
