unit_id,month,feature,value,lower_bound,upper_bound,bound_exceeded
mura:Aomori:02207,2022-08,viirs_mean,3.0184,-0.5105,2.0536,upper
mura:Aomori:02203,2022-09,viirs_mean,6.0402,-0.5105,2.0536,upper
mura:Aomori:02207,2022-09,viirs_mean,2.8234,-0.5105,2.0536,upper
mura:Aomori:02203,2022-10,viirs_mean,7.2217,-0.5105,2.0536,upper
mura:Aomori:02207,2022-10,viirs_mean,3.3109,-0.5105,2.0536,upper
mura:Aomori:02203,2022-11,viirs_mean,3.9618,-0.5105,2.0536,upper
mura:Aomori:02207,2022-11,viirs_mean,3.4104,-0.5105,2.0536,upper
mura:Akita:05201,2022-12,viirs_mean,2.8267,-0.5105,2.0536,upper
mura:Aomori:02203,2022-12,viirs_mean,5.5276,-0.5105,2.0536,upper
mura:Aomori:02412,2022-12,viirs_mean,3.0893,-0.5105,2.0536,upper
mura:Aomori:02207,2022-12,viirs_mean,6.4412,-0.5105,2.0536,upper
mura:Aomori:02201,2022-12,viirs_mean,3.0748,-0.5105,2.0536,upper
mura:Aomori:02202,2022-12,viirs_mean,3.3987,-0.5105,2.0536,upper
mura:Aomori:02367,2022-12,viirs_mean,5.2167,-0.5105,2.0536,upper
mura:Aomori:02384,2022-12,viirs_mean,2.8709,-0.5105,2.0536,upper
mura:Aomori:02361,2022-12,viirs_mean,4.6727,-0.5105,2.0536,upper
mura:Aomori:02381,2022-12,viirs_mean,3.9989,-0.5105,2.0536,upper
mura:Akita:05203,2023-01,viirs_mean,2.7571,-0.5105,2.0536,upper
mura:Akita:05434,2023-01,viirs_mean,2.232,-0.5105,2.0536,upper
mura:Akita:05201,2023-01,viirs_mean,2.3906,-0.5105,2.0536,upper
mura:Akita:05363,2023-01,viirs_mean,3.1208,-0.5105,2.0536,upper
mura:Akita:05366,2023-01,viirs_mean,2.5367,-0.5105,2.0536,upper
mura:Akita:05211,2023-01,viirs_mean,2.9874,-0.5105,2.0536,upper
mura:Aomori:02411,2023-01,viirs_mean,4.0309,-0.5105,2.0536,upper
mura:Aomori:02446,2023-01,viirs_mean,2.1776,-0.5105,2.0536,upper
mura:Aomori:02207,2023-01,viirs_mean,13.3612,-0.5105,2.0536,upper
mura:Aomori:02203,2023-01,viirs_mean,11.3864,-0.5105,2.0536,upper
mura:Aomori:02412,2023-01,viirs_mean,6.4808,-0.5105,2.0536,upper
mura:Aomori:02405,2023-01,viirs_mean,3.7709,-0.5105,2.0536,upper
mura:Aomori:02201,2023-01,viirs_mean,4.3303,-0.5105,2.0536,upper
mura:Aomori:02384,2023-01,viirs_mean,2.5648,-0.5105,2.0536,upper
mura:Aomori:02204,2023-01,viirs_mean,2.8456,-0.5105,2.0536,upper
mura:Aomori:02381,2023-01,viirs_mean,3.3323,-0.5105,2.0536,upper
mura:Aomori:02361,2023-01,viirs_mean,6.6017,-0.5105,2.0536,upper
mura:Aomori:02210,2023-01,viirs_mean,2.1405,-0.5105,2.0536,upper
mura:Aomori:02367,2023-01,viirs_mean,9.8908,-0.5105,2.0536,upper
mura:Aomori:02202,2023-01,viirs_mean,4.0119,-0.5105,2.0536,upper
mura:Akita:05201,2023-02,viirs_mean,3.2196,-0.5105,2.0536,upper
mura:Akita:05211,2023-02,viirs_mean,2.0779,-0.5105,2.0536,upper
mura:Akita:05363,2023-02,viirs_mean,3.5417,-0.5105,2.0536,upper
mura:Aomori:02201,2023-02,viirs_mean,3.7367,-0.5105,2.0536,upper
mura:Aomori:02202,2023-02,viirs_mean,3.3017,-0.5105,2.0536,upper
mura:Aomori:02203,2023-02,viirs_mean,6.9907,-0.5105,2.0536,upper
mura:Aomori:02207,2023-02,viirs_mean,11.137,-0.5105,2.0536,upper
mura:Aomori:02209,2023-02,viirs_mean,2.3339,-0.5105,2.0536,upper
mura:Aomori:02361,2023-02,viirs_mean,4.6899,-0.5105,2.0536,upper
mura:Aomori:02367,2023-02,viirs_mean,6.4061,-0.5105,2.0536,upper
mura:Aomori:02381,2023-02,viirs_mean,3.0181,-0.5105,2.0536,upper
mura:Aomori:02384,2023-02,viirs_mean,4.1618,-0.5105,2.0536,upper
mura:Aomori:02401,2023-02,viirs_mean,2.1538,-0.5105,2.0536,upper
mura:Aomori:02405,2023-02,viirs_mean,2.7647,-0.5105,2.0536,upper
mura:Aomori:02411,2023-02,viirs_mean,2.967,-0.5105,2.0536,upper
mura:Aomori:02412,2023-02,viirs_mean,4.6014,-0.5105,2.0536,upper
mura:Aomori:02203,2023-03,viirs_mean,3.8305,-0.5105,2.0536,upper
mura:Aomori:02207,2023-03,viirs_mean,4.0074,-0.5105,2.0536,upper
mura:Aomori:02203,2023-04,viirs_mean,4.5142,-0.5105,2.0536,upper
mura:Aomori:02207,2023-04,viirs_mean,3.369,-0.5105,2.0536,upper
mura:Aomori:02203,2023-05,viirs_mean,5.4662,-0.5105,2.0536,upper
mura:Aomori:02207,2023-05,viirs_mean,3.7554,-0.5105,2.0536,upper
mura:Aomori:02203,2023-06,viirs_mean,4.2058,-0.5105,2.0536,upper
mura:Aomori:02207,2023-06,viirs_mean,4.2456,-0.5105,2.0536,upper
mura:Aomori:02203,2023-07,viirs_mean,4.3354,-0.5105,2.0536,upper
mura:Aomori:02207,2023-07,viirs_mean,3.6976,-0.5105,2.0536,upper
mura:Aomori:02203,2023-08,viirs_mean,4.2216,-0.5105,2.0536,upper
mura:Aomori:02207,2023-08,viirs_mean,3.116,-0.5105,2.0536,upper
mura:Aomori:02203,2023-09,viirs_mean,3.7902,-0.5105,2.0536,upper
mura:Aomori:02207,2023-09,viirs_mean,3.7122,-0.5105,2.0536,upper
mura:Aomori:02203,2023-10,viirs_mean,5.734,-0.5105,2.0536,upper
mura:Aomori:02207,2023-10,viirs_mean,3.6637,-0.5105,2.0536,upper
mura:Aomori:02203,2023-11,viirs_mean,5.9199,-0.5105,2.0536,upper
mura:Aomori:02207,2023-11,viirs_mean,3.5271,-0.5105,2.0536,upper
mura:Aomori:02202,2023-12,viirs_mean,3.0856,-0.5105,2.0536,upper
mura:Aomori:02203,2023-12,viirs_mean,6.5966,-0.5105,2.0536,upper
mura:Aomori:02367,2023-12,viirs_mean,3.0188,-0.5105,2.0536,upper
mura:Akita:05201,2018-02,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-02,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-02,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-02,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-02,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-02,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-02,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-02,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-02,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-02,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-05,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-05,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-05,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-05,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-05,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-05,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-05,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-05,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-05,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-05,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-03,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-03,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-03,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-03,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-03,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-03,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-03,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-03,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-03,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-03,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-01,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-01,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-01,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-01,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-01,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-01,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-01,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-01,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-01,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-01,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-04,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-04,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-04,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-04,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-04,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-04,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-04,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-04,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-04,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-04,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-06,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-06,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-06,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-06,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-06,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-06,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-06,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-06,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-06,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-06,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-08,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-08,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-08,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-08,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-08,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-08,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-08,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-08,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-08,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-08,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-07,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-07,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-07,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-07,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-07,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-07,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-07,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-07,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-07,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-07,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-09,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-09,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-09,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-09,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-09,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-09,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-09,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-09,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-09,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-09,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-10,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-10,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-10,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-10,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-10,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-10,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-10,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-10,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-10,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-10,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-11,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-11,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-11,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-11,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-11,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-11,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-11,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-11,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-11,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-11,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2018-12,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2018-12,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2018-12,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2018-12,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2018-12,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2018-12,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2018-12,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2018-12,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2018-12,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2018-12,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-01,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-01,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-01,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-01,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-01,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-01,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-01,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-01,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-01,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-01,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-02,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-02,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-02,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-02,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-02,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-02,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-02,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-02,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-02,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-02,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-03,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-03,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-03,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-03,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-03,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-03,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-03,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-03,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-03,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-03,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-04,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-04,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-04,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-04,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-04,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-04,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-04,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-04,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-04,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-04,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-05,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-05,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-05,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-05,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-05,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-05,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-05,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-05,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-05,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-05,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-07,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-07,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-07,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-07,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-07,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-07,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-07,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-07,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-07,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-07,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-06,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-06,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-06,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-06,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-06,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-06,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-06,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-06,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-06,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-06,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-09,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-09,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-09,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-09,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-09,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-09,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-09,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-09,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-09,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-09,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-08,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-08,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-08,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-08,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-08,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-08,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-08,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-08,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-08,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-08,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-10,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-10,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-10,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-10,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-10,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-10,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-10,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-10,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-10,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-10,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-11,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-11,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-11,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-11,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-11,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
mura:Akita:05212,2019-11,osm_built_area,5254922.9909,-1829495.7743,3747955.915,upper
mura:Akita:05213,2019-11,osm_built_area,6366111.0303,-1829495.7743,3747955.915,upper
mura:Aomori:02201,2019-11,osm_built_area,15116924.775,-1829495.7743,3747955.915,upper
mura:Aomori:02203,2019-11,osm_built_area,14648974.2447,-1829495.7743,3747955.915,upper
mura:Aomori:02208,2019-11,osm_built_area,4460109.8219,-1829495.7743,3747955.915,upper
mura:Akita:05201,2019-12,osm_built_area,19100354.5002,-1829495.7743,3747955.915,upper
mura:Akita:05202,2019-12,osm_built_area,9823050.7347,-1829495.7743,3747955.915,upper
mura:Akita:05203,2019-12,osm_built_area,9579277.021,-1829495.7743,3747955.915,upper
mura:Akita:05204,2019-12,osm_built_area,17711249.3619,-1829495.7743,3747955.915,upper
mura:Akita:05209,2019-12,osm_built_area,7389182.0103,-1829495.7743,3747955.915,upper
