unit_id,month,feature,value,lower_bound,upper_bound,bound_exceeded
mura:Aomori:02203,2021-01,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-02,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-02,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-02,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-02,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-02,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-02,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-02,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-02,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-03,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-03,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-03,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-03,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-03,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-03,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-03,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-03,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-04,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-04,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-04,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-04,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-04,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-04,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-04,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-04,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-05,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-05,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-05,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-05,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-05,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-05,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-05,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-05,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-07,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-07,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-07,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-07,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-07,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-07,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-07,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-07,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-06,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-06,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-06,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-06,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-06,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-06,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-06,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-06,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-08,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-08,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-08,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-08,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-08,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-08,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-08,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-08,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-10,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-10,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-10,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-10,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-10,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-10,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-10,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-10,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-09,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-09,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-09,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-09,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-09,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-09,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-09,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-09,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-11,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-11,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-11,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-11,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-11,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-11,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-11,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-11,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2021-12,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2021-12,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2021-12,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2021-12,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2021-12,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2021-12,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2021-12,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2021-12,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-01,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-01,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-01,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-01,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-01,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-01,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-01,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-01,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-02,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-02,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-02,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-02,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-02,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-02,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-02,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-02,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-03,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-03,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-03,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-03,pop_total,77657.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-03,pop_total,69237.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-03,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-03,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-03,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-04,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-04,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-04,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-04,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-04,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-04,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-04,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-04,pop_total,223415.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-05,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-05,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-05,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-05,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-05,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-05,pop_total,77657.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-05,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-05,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-06,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-06,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-06,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-06,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-06,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-06,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-06,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-06,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-07,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-07,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-07,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-07,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-07,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-07,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-07,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-07,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-08,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-08,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-08,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-08,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-08,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-08,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-08,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-08,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-09,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-09,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-09,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-09,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-09,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-09,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-09,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-09,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-10,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-10,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-10,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-10,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-10,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-10,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-10,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-10,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-11,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-11,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-11,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-11,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-11,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-11,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-11,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-11,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05203,2022-12,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05210,2022-12,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2022-12,pop_total,77657.0,-32443.5,68960.5,upper
mura:Akita:05201,2022-12,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05204,2022-12,pop_total,69237.0,-32443.5,68960.5,upper
mura:Aomori:02203,2022-12,pop_total,223415.0,-32443.5,68960.5,upper
mura:Aomori:02201,2022-12,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2022-12,pop_total,168466.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-01,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-01,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-01,pop_total,77657.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-01,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-01,pop_total,74707.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-01,pop_total,223415.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-01,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-01,pop_total,168466.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-02,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-02,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-02,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-02,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-02,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-02,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-02,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-02,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-03,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-03,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-03,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-03,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-03,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-03,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-03,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-03,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-04,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-04,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-04,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-04,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-04,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-04,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-04,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-04,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-05,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-05,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-05,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-05,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-05,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-05,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-05,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-05,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-06,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-06,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-06,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-06,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-06,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-06,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-06,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-06,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-07,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-07,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-07,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-07,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-07,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-07,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-07,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-07,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-08,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-08,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-08,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-08,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-08,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-08,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-08,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-08,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-09,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-09,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-09,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-09,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-09,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-09,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-09,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-09,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-10,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-10,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-10,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-10,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-10,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-10,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-10,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-10,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-11,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-11,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-11,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-11,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-11,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-11,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-11,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-11,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2023-12,pop_total,307672.0,-32443.5,68960.5,upper
mura:Akita:05203,2023-12,pop_total,85555.0,-32443.5,68960.5,upper
mura:Akita:05204,2023-12,pop_total,69237.0,-32443.5,68960.5,upper
mura:Akita:05210,2023-12,pop_total,74707.0,-32443.5,68960.5,upper
mura:Akita:05212,2023-12,pop_total,77657.0,-32443.5,68960.5,upper
mura:Aomori:02201,2023-12,pop_total,275192.0,-32443.5,68960.5,upper
mura:Aomori:02202,2023-12,pop_total,168466.0,-32443.5,68960.5,upper
mura:Aomori:02203,2023-12,pop_total,223415.0,-32443.5,68960.5,upper
mura:Akita:05201,2018-02,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-02,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-02,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-02,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-02,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-02,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-02,pop_male,106818.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-02,pop_male,77251.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-05,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-05,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-05,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-05,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-05,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-05,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-05,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-05,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-03,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-03,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-03,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-03,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-03,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-03,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-03,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-03,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-01,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-01,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-01,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-01,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-01,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-01,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-01,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-01,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-04,pop_male,40326.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-04,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-04,pop_male,106818.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-04,pop_male,77251.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-04,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-04,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-04,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-04,pop_male,36287.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-06,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-06,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-06,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-06,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-06,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-06,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-06,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-06,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-08,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-08,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-08,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-08,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-08,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-08,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-08,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-08,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-07,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-07,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-07,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-07,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-07,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-07,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-07,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-07,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-09,pop_male,145411.0,-15209.5,32106.5,upper
mura:Akita:05203,2018-09,pop_male,40326.0,-15209.5,32106.5,upper
mura:Akita:05204,2018-09,pop_male,32551.0,-15209.5,32106.5,upper
mura:Akita:05210,2018-09,pop_male,35842.0,-15209.5,32106.5,upper
mura:Akita:05212,2018-09,pop_male,36287.0,-15209.5,32106.5,upper
mura:Aomori:02201,2018-09,pop_male,128049.0,-15209.5,32106.5,upper
mura:Aomori:02202,2018-09,pop_male,77251.0,-15209.5,32106.5,upper
mura:Aomori:02203,2018-09,pop_male,106818.0,-15209.5,32106.5,upper
mura:Akita:05201,2018-10,pop_male,145411.0,-15209.5,32106.5,upper
