cluster,n_units,NDBI_slope_mean,viirs_mean_slope_mean,S2_NDBI_contrast_slope_mean,NDVI_cv_mean,NDVI_seasonal_amp_mean,NDBI_seasonal_amp_mean,S2_NDBI_contrast_mean_mean,S2_NDBI_entropy_mean_mean,elderly_ratio_mean,aging_index_mean,household_size_mean,pop_total_mean,NDBI_slope_std,viirs_mean_slope_std,S2_NDBI_contrast_slope_std,NDVI_cv_std,NDVI_seasonal_amp_std,NDBI_seasonal_amp_std,S2_NDBI_contrast_mean_std,S2_NDBI_entropy_mean_std,elderly_ratio_std,aging_index_std,household_size_std,pop_total_std
0,3467,-0.032956202480530716,-1.923005212305026,-1478.6476821362028,1.0284218644703005,0.3642897343524661,0.4132461595038939,4736.080018970853,3.2394377548043125,0.3385266474741946,4.137428251936798,2.390605350861392,328.7374111687418,0.09489612063407524,4.521751046406394,930.0682912030419,1.0755360419920614,0.1752035698728349,0.06593940364123478,1573.1540898618969,0.6678602814639203,0.11695022227460855,3.402695369326671,0.4816368728618603,423.3058191526503
1,2684,-0.017287187034277198,-0.052075386134923594,-1092.3293452364605,1.4489867703828856,0.3774333833830104,0.3889346467958271,1779.3601878034171,4.40292912759955,0.48133807036611265,9.260704476695116,2.83827851548108,299.89259842132924,0.09617052213418863,1.3260667316518433,596.7645365671082,7.3463382639893595,0.1576648856595663,0.08214021635751567,1023.7539506205067,0.7680201494734329,0.14782712948440616,10.985910496108383,1.6330748027606161,668.2273706255542
2,1296,0.14956011574074074,-0.40546706790123455,-1223.7027615682714,0.8192695465692078,0.5209478580246913,0.7247170972222222,2913.5727657243524,3.817954833597407,0.41669742852898667,6.069798603747289,2.8974126971328427,186.1897445856591,0.03895073222954201,1.2129854949948031,617.2460338125796,0.13865455564422888,0.0661082783881642,0.052900353729669176,1779.800321945607,0.8659264621239553,0.10511954072297156,5.065500729600074,0.633986068592801,283.40386534208756
3,1,-0.00933,0.19241,-213.442007,912.730175727274,0.141995,0.319958,297.87627769370926,4.704697335775129,0.433486347954157,4.973683810332889,2.5348834548580546,435.999843087638,,,,,,,,,,,,
